OPE ID,School,State,Zip Code,School Type,20072008Qtr2_Dependent Students,20072008Qtr2_Independent Students,Quarterly Total,YTD_20072008Qtr2_Dependent Students,YTD_20072008Qtr2_Independent Students,Award Year To Date Total
00103600,SAMFORD UNIVERSITY                      ,AL,35229-7000,Private      ,395,675,1070,2077,1703,3780
00103700,SELMA UNIVERSITY                        ,AL,36701-0000,Private      ,0,0,0,1,0,1
00103800,SNEAD STATE COMMUNITY COLLEGE           ,AL,35957-0734,Public       ,262,399,661,484,665,1149
00104000,SOUTHERN UNION STATE COMMUNITY CLG      ,AL,36276-0000,Public       ,804,674,1478,1330,1088,2418
00104100,SPRING HILL COLLEGE                     ,AL,36608-1791,Private      ,356,146,502,1331,313,1644
00104400,STILLMAN COLLEGE                        ,AL,35403-1430,Private      ,496,117,613,1102,235,1337
00104600,TALLADEGA COLLEGE                       ,AL,35160-2354,Private      ,169,31,200,321,59,380
00104700,TROY STATE UNIVERSITY                   ,AL,36082-0001,Public       ,2107,6704,8811,3885,9995,13880
00104754,TROY UNIVERSITY - DOTHAN                ,AL,36303-1575,Public       ,0,0,0,127,375,502
00104755,TROY UNIVERSITY - MONTGOMERY            ,AL,36103-4419,Public       ,0,0,0,251,1053,1304
00105000,TUSKEGEE UNIVERSITY                     ,AL,36088-1645,Private      ,1086,315,1401,3695,689,4384
00105100,UNIVERSITY OF ALABAMA (THE)             ,AL,35487-0120,Public       ,3895,2328,6223,10146,4468,14614
00105200,UNIVERSITY OF ALABAMA AT BIRMINGHAM     ,AL,35294-1150,Public       ,2138,2640,4778,5459,5330,10789
00105500,UNIVERSITY OF ALABAMA IN HUNTSVILLE     ,AL,35899-0001,Public       ,1045,988,2033,2515,1717,4232
00105700,UNIVERSITY OF SOUTH ALABAMA             ,AL,36688-0002,Public       ,2134,2805,4939,3845,4617,8462
00105900,LAWSON STATE COMMUNITY COLLEGE          ,AL,35221-1798,Public       ,477,769,1246,747,1283,2030
00105901,LAWSON STATE COMMUNITY COLLEGE - BESSEME,AL,35021-0308,Public       ,88,183,271,144,299,443
00106000,FAULKNER STATE COMMUNITY COLLEGE        ,AL,36507-2698,Public       ,694,657,1351,1072,973,2045
00446200,GADSDEN BUSINESS COLLEGE                ,AL,35906-3658,Proprietary  ,1,1,2,1,6,7
00526000,J.F. DRAKE STATE TECH COLLEGE           ,AL,35811-1584,Public       ,85,277,362,131,434,565
00569100,SHELTON STATE COMMUNITY CLG             ,AL,35405-4017,Public       ,884,751,1635,1589,1201,2790
00569200,REID STATE TECHNICAL COLLEGE            ,AL,36401-0000,Public       ,58,127,185,86,164,250
00569700,NORTHWEST- SHOALS COMMUNITY COLLEGE     ,AL,35661-0000,Public       ,605,617,1222,979,971,1950
00569702,NORTHWEST-SHOALS C.C.-PHIL CAMPBELL     ,AL,35581-0000,Public       ,70,63,133,113,95,208
00569900,GEORGE C WALLACE STATE CMTY COLLEGE     ,AL,36703-0000,Public       ,260,364,624,407,572,979
00573300,BEVILL STATE CMTY COLLEGE-WALKER        ,AL,35148-0000,Public       ,310,557,867,505,896,1401
00573301,BEVILL STATE COMMUNITY COLLEGE - FAYETTE,AL,35555-0000,Public       ,111,137,248,226,245,471
00573302,BEVILL STATE CMTY CLG-HAMILTON CAMP     ,AL,35570-0000,Public       ,53,88,141,85,161,246
00573305,BEVILL STATE CMTY CLG-WALKER CLG        ,AL,35501-0000,Public       ,100,114,214,194,189,383
00573400,H. COUNCILL TRENHOLM STATE TECH COLLEGE ,AL,36108-0020,Public       ,121,366,487,179,544,723
00573401,H. C. TRENHOLM ST TECH COL-PATTERSON CAM,AL,36116-2612,Public       ,73,146,219,121,223,344
00787100,GEORGE C WALLACE STATE CMTY CLG         ,AL,35077-2000,Public       ,707,1026,1733,1150,1637,2787
00831000,AUBURN UNIVERSITY-MONTGOMERY            ,AL,36124-0000,Public       ,852,1099,1951,1707,1888,3595
00898800,LURLEEN B WALLACE COMMUNITY COLLEGE     ,AL,36420-0418,Public       ,219,272,491,341,414,755
01019300,HERZING COLLEGE                         ,AL,35209-4816,Proprietary  ,49,246,295,70,358,428
01055400,CONCORDIA COLLEGE                       ,AL,36701-3323,Private      ,146,139,285,229,202,431
01123700,SOUTHERN COMMUNITY COLLEGE              ,AL,36083-1803,Private      ,0,0,0,8,10,18
01218200,CHATTAHOOCHEE VALLEY CMTY CLG           ,AL,36869-7917,Public       ,223,412,635,358,640,998
01303906,SOUTH UNIVERSITY - MONTGOMERY           ,AL,36116-1120,Proprietary  ,81,290,371,120,421,541
02170600,UNITED STATES SPORTS ACADEMY            ,AL,36526-7055,Private      ,10,167,177,14,286,300
02199700,HERITAGE CHRISTIAN UNIVERSITY           ,AL,35630-0000,Private      ,4,20,24,9,26,35
02270400,SOUTHEASTERN BIBLE COLLEGE              ,AL,35244-2083,Private      ,27,49,76,57,78,135
02296000,PRINCE INSTITUTE OF PROFESSIONAL STUDIES,AL,36117-0000,Proprietary  ,25,40,65,27,51,78
02323800,GAITHER AND COMPANY BEAUTY COLLEGE      ,AL,35768-0000,Proprietary  ,0,0,0,0,3,3
02341000,FORTIS COLLEGE                          ,AL,36609-0000,Proprietary  ,107,368,475,126,472,598
02341002,CAPPS COLLEGE - MONTGOMERY              ,AL,36109-3624,Proprietary  ,14,26,40,24,48,72
02503400,AMRIDGE UNIVERSITY                      ,AL,36124-0000,Private      ,8,252,260,13,380,393
02605500,REMINGTON COLLEGE - MOBILE CAMPUS       ,AL,36609-5593,Proprietary  ,169,640,809,206,899,1105
03010600,VIRGINIA COLLEGE                        ,AL,35209-5154,Proprietary  ,381,3133,3514,449,3922,4371
03010602,VIRGINIA COLLEGE - HUNTSVILLE           ,AL,35805-0000,Proprietary  ,28,101,129,62,168,230
03010605,VA COLG TECHNICAL AT PELHAM             ,AL,35124-0000,Proprietary  ,3,2,5,6,4,10
03032500,ALABAMA STATE CLG BARBER STYLING        ,AL,35215-8308,Proprietary  ,7,10,17,16,20,36
03100503,VIRGINIA COLLEGE AT PENSACOLA - VIRGINIA,AL,35242-5340,Proprietary  ,30,125,155,52,228,280
03361400,FORTIS COLLEGE                          ,AL,36535-3547,Proprietary  ,33,133,166,35,161,196
03459300,SOUTHEASTERN SCHOOL OF COSMETOLOGY      ,AL,35228-0000,Private      ,8,37,45,10,54,64
03783300,BLUE CLIFF CAREER COLLEGE               ,AL,63306-4749,Proprietary  ,16,30,46,23,48,71
03894300,HUNTSVILLE BIBLE COLLEGE                ,AL,35811-0000,Private      ,2,12,14,5,17,22
00111100,ALLAN HANCOCK COLLEGE                   ,CA,93454-6399,Public       ,470,758,1228,1665,1577,3242
00111300,ANTELOPE VALLEY COLLEGE                 ,CA,93536-5426,Public       ,467,1073,1540,1914,2536,4450
00111600,ART CENTER COLLEGE OF DESIGN            ,CA,91103-1999,Private      ,124,176,300,920,1010,1930
00111700,AZUSA PACIFIC UNIVERSITY                ,CA,91702-7000,Private      ,454,1109,1563,4656,2778,7434
00111800,BAKERSFIELD COLLEGE                     ,CA,93305-1299,Public       ,947,1602,2549,4735,3923,8658
00111900,BARSTOW COMMUNITY COLLEGE               ,CA,92311-6608,Public       ,79,495,574,160,790,950
00112000,AMER BAPT SEM OF THE WEST-BERKELEY      ,CA,94704-0000,Private      ,0,7,7,0,38,38
00112100,BETHANY UNIVERSITY /  ASSEMBLIES OF GOD ,CA,95066-2896,Private      ,69,90,159,375,261,636
00112200,BIOLA UNIVERSITY                        ,CA,90639-0001,Private      ,442,426,868,4007,1406,5413
00112300,BROOKS INSTITUTE                        ,CA,93103-1809,Proprietary  ,406,309,715,1296,754,2050
00112400,CABRILLO COLLEGE                        ,CA,95003-3194,Public       ,329,622,951,1649,1926,3575
00112500,CALIFORNIA BAPTIST UNIVERSITY           ,CA,92504-3297,Private      ,325,493,818,2545,1357,3902
00112700,CALIFORNIA COLLEGE OF THE ARTS          ,CA,94107-2206,Private      ,198,228,426,1224,1072,2296
00113100,CALIFORNIA INSTITUTE OF TECHNOLOGY      ,CA,91125-0001,Private      ,107,24,131,2048,278,2326
00113200,CALIFORNIA INSTITUTE OF THE ARTS        ,CA,91355-2397,Private      ,66,46,112,1175,1153,2328
00113300,CALIFORNIA LUTHERAN UNIVERSITY          ,CA,91360-2787,Private      ,210,308,518,2128,832,2960
00113400,CALIFORNIA MARITIME ACADEMY             ,CA,94590-8181,Public       ,60,35,95,526,161,687
00113700,CALIF STATE UNIV-FULLERTON              ,CA,92831-3599,Public       ,1871,2622,4493,22492,10215,32707
00113800,"CALIFORNIA STATE UNIVERSITY, EAST BAY   ",CA,94542-3000,Public       ,655,1699,2354,5415,5506,10921
00113900,CALIF STATE UNIV-LONG BEACH             ,CA,90840-0006,Public       ,1915,2859,4774,28203,12714,40917
00114000,CALIF STATE UNIV-LOS ANGELES            ,CA,90032-4226,Public       ,1074,2589,3663,14969,10844,25813
00114100,"CALIF STATE UNIV, DOMINGUEZ HILLS       ",CA,90747-0001,Public       ,525,1702,2227,7391,6305,13696
00114200,CALIF STATE UNIV SAN BERNARDINO         ,CA,92407-2397,Public       ,871,2045,2916,9839,7429,17268
00114300,CAL POLY STATE UNIVERSITY               ,CA,93407-0001,Public       ,1031,507,1538,18078,2518,20596
00114400,CALIF STATE POLYTECHNIC UNIV POMONA     ,CA,91768-2500,Public       ,977,1032,2009,15940,5075,21015
00114600,CALIF STATE UNIV - CHICO                ,CA,95929-0001,Public       ,1144,1172,2316,10961,4212,15173
00114700,CALIF STATE UNIV - FRESNO               ,CA,93740-8026,Public       ,1260,1972,3232,13942,7032,20974
00114900,HUMBOLDT STATE UNIVERSITY               ,CA,95521-8299,Public       ,607,767,1374,6132,3095,9227
00115000,CALIF STATE UNIV-SACRAMENTO             ,CA,95819-6044,Public       ,1586,2698,4284,15871,10475,26346
00115100,SAN DIEGO STATE UNIVERSITY              ,CA,92182-1690,Public       ,2895,3455,6350,26587,11051,37638
00115300,CALIF STATE UNIV-NORTHRIDGE             ,CA,91330-8307,Public       ,2027,2909,4936,20523,10892,31415
00115301,CALIF STATE UNIV CHANNEL ISLANDS        ,CA,93012-0000,Public       ,209,288,497,1996,775,2771
00115400,SAN FRANCISCO STATE UNIVERSITY          ,CA,94132-1740,Public       ,1622,2920,4542,19185,12164,31349
00115500,SAN JOSE STATE UNIVERSITY               ,CA,95192-0036,Public       ,1621,2690,4311,16304,9593,25897
00115600,SONOMA STATE UNIVERSITY                 ,CA,94928-3609,Public       ,482,537,1019,6229,2307,8536
00115700,CALIF STATE UNIV-STANISLAUS             ,CA,95382-0299,Public       ,364,858,1222,5104,3187,8291
00115800,UNITED STATES INTERNATIONAL UNIV        ,CA,92131-1799,Private      ,9,160,169,36,597,633
00116100,CERRITOS COLLEGE                        ,CA,90650-6296,Public       ,1124,1374,2498,5278,3409,8687
00116200,CHABOT COLLEGE                          ,CA,94545-2400,Public       ,561,1022,1583,2174,2219,4393
00116300,CHAFFEY COLLEGE                         ,CA,91737-9400,Public       ,896,1751,2647,3811,3964,7775
00116400,CHAPMAN UNIVERSITY                      ,CA,92866-1099,Private      ,406,1782,2188,4855,4665,9520
00116453,CHAPMAN UNIVERSITY SCHOOL OF LAW        ,CA,92866-0000,Private      ,7,236,243,77,1323,1400
00116500,CHURCH DIV SCH OF THE PACIFIC           ,CA,94709-0000,Private      ,0,8,8,0,71,71
00116600,CITRUS COLLEGE                          ,CA,91741-1899,Public       ,546,731,1277,2905,1699,4604
00116900,CLAREMONT GRADUATE UNIVERSITY           ,CA,91711-0000,Private      ,0,344,344,9,1218,1227
00117000,CLAREMONT MCKENNA COLLEGE               ,CA,91711-6400,Private      ,69,4,73,2296,50,2346
00117100,HARVEY MUDD COLLEGE                     ,CA,91711-5990,Private      ,41,2,43,1534,16,1550
00117200,PITZER COLLEGE                          ,CA,91711-6101,Private      ,36,23,59,2052,99,2151
00117300,POMONA COLLEGE                          ,CA,91711-6301,Private      ,388,7,395,2947,50,2997
00117400,SCRIPPS COLLEGE                         ,CA,91711-3948,Private      ,123,8,131,1176,58,1234
00117600,WEST HILLS COMMUNITY COLLEGE            ,CA,93210-1399,Public       ,161,442,603,1338,1135,2473
00117700,COGSWELL POLYTECHNICAL COLLEGE          ,CA,94089-1210,Private      ,16,18,34,94,42,136
00117800,COLLEGE OF MARIN                        ,CA,94904-2590,Public       ,110,274,384,429,807,1236
00117801,COLG OF MARIN-INDIAN VALLEY CMPS        ,CA,94949-0000,Public       ,4,28,32,16,51,67
00117900,NOTRE DAME DE NAMUR UNIVERSITY          ,CA,94002-1997,Private      ,98,202,300,551,488,1039
00118100,COLLEGE OF SAN MATEO                    ,CA,94402-3784,Public       ,216,299,515,1070,750,1820
00118200,COLLEGE OF THE DESERT                   ,CA,92260-9305,Public       ,463,730,1193,1657,1437,3094
00118300,HOLY NAMES UNIVERSITY                   ,CA,94619-1699,Private      ,88,147,235,483,424,907
00118500,COLLEGE OF THE REDWOODS                 ,CA,95501-9300,Public       ,416,792,1208,1389,1765,3154
00118600,COLLEGE OF THE SEQUOIAS                 ,CA,93277-2234,Public       ,678,1256,1934,2937,2639,5576
00118700,COLLEGE OF THE SISKIYOUS                ,CA,96094-2899,Public       ,164,233,397,556,455,1011
00118701,COLLEGE OF THE SISKIYOUS - YREKA CENTER ,CA,96097-9538,Public       ,5,10,15,18,24,42
00119000,CONTRA COSTA COLLEGE                    ,CA,94806-3195,Public       ,230,529,759,773,1095,1868
00119100,DIABLO VALLEY COLLEGE                   ,CA,94523-1544,Public       ,404,557,961,2000,1487,3487
00119200,CUESTA COLLEGE                          ,CA,93403-8106,Public       ,485,691,1176,2017,1480,3497
00119300,CYPRESS COLLEGE                         ,CA,90630-5897,Public       ,445,744,1189,2487,1996,4483
00119600,DOMINICAN UNIVERSITY OF CALIFORNIA      ,CA,94901-2298,Private      ,106,279,385,1718,826,2544
00119700,EL CAMINO COLLEGE                       ,CA,90506-0002,Public       ,912,1242,2154,4557,3209,7766
00119701,COMPTON COMMUNITY COLLEGE               ,CA,90221-5393,Public       ,74,241,315,326,579,905
00119900,FOOTHILL COLLEGE                        ,CA,94022-4597,Public       ,212,467,679,857,1095,1952
00120000,FULLER THEOLOGICAL SEMINARY             ,CA,91182-0000,Private      ,0,370,370,10,1685,1695
00120100,FULLERTON COLLEGE                       ,CA,92832-2095,Public       ,730,834,1564,3818,2105,5923
00120200,GAVILAN COLLEGE                         ,CA,95020-9599,Public       ,153,304,457,629,653,1282
00120300,GLENDALE COMMUNITY COLLEGE              ,CA,91208-2894,Public       ,808,1022,1830,3509,2445,5954
00120400,GOLDEN GATE BAPT THEOL SEMINARY         ,CA,94941-0000,Private      ,0,9,9,1,24,25
00120500,GOLDEN GATE UNIVERSITY                  ,CA,94105-2967,Private      ,19,545,564,43,2107,2150
00120600,GOLDEN WEST COLLEGE                     ,CA,92647-2748,Public       ,544,837,1381,3028,2069,5097
00120700,GRADUATE THEOLOGICAL UNION              ,CA,94709-0000,Private      ,0,33,33,0,286,286
00120800,GROSSMONT COLLEGE                       ,CA,92020-1798,Public       ,677,1003,1680,2936,2458,5394
00120900,HARTNELL COMMUNITY COLLEGE              ,CA,93901-1697,Public       ,262,408,670,1105,850,1955
00121200,HUMPHREYS COLLEGE                       ,CA,95207-3896,Private      ,40,258,298,145,539,684
00121400,IMPERIAL VALLEY COLLEGE                 ,CA,92251-9787,Public       ,714,847,1561,2068,1263,3331
00121500,LA SIERRA UNIVERSITY                    ,CA,92515-3332,Private      ,236,180,416,1284,415,1699
00121600,UNIVERSITY OF LA VERNE                  ,CA,91750-4443,Private      ,150,1065,1215,2135,3598,5733
00121700,LASSEN COLLEGE                          ,CA,96130-3000,Public       ,76,121,197,206,231,437
00121800,LOMA LINDA UNIVERSITY                   ,CA,92350-0001,Private      ,118,1030,1148,546,3569,4115
00121900,LONG BEACH CITY COLLEGE                 ,CA,90808-1780,Public       ,1438,2385,3823,5472,5292,10764
00122000,MASTER'S COLLEGE & SEMINARY (THE)       ,CA,91321-1200,Private      ,107,79,186,937,215,1152
00122300,LOS ANGELES CITY COLLEGE                ,CA,90029-3588,Public       ,558,1435,1993,2316,4035,6351
00122400,LOS ANGELES HARBOR COLLEGE              ,CA,90744-2397,Public       ,240,559,799,1162,1490,2652
00122600,LOS ANGELES PIERCE COLLEGE              ,CA,91371-0001,Public       ,584,741,1325,3198,1965,5163
00122700,LOS ANGELES TRADE TECH COLLEGE          ,CA,90015-4181,Public       ,362,969,1331,1486,2460,3946
00122800,LOS ANGELES VALLEY COLLEGE              ,CA,91401-4096,Public       ,497,901,1398,2605,2597,5202
00122900,SO CA UNIV  HEALTH SCIENCES             ,CA,90604-4051,Private      ,3,232,235,10,445,455
00123000,SOUTHERN CA COLLEGE OF OPTOMETRY        ,CA,92831-1699,Private      ,1,264,265,9,456,465
00123200,AMERICAN RIVER COLLEGE                  ,CA,95841-4286,Public       ,1007,2705,3712,4347,6531,10878
00123300,SACRAMENTO CITY COLLEGE                 ,CA,95822-1386,Public       ,982,1972,2954,5071,5031,10102
00123600,MENLO COLLEGE                           ,CA,94027-4301,Private      ,164,31,195,676,81,757
00123700,MERCED COMMUNITY COLLEGE                ,CA,95348-2898,Public       ,497,835,1332,2593,2136,4729
00123800,MILLS COLLEGE                           ,CA,94613-1301,Private      ,67,150,217,1099,934,2033
00123900,MIRACOSTA COLLEGE                       ,CA,92056-3899,Public       ,260,554,814,1152,1249,2401
00124000,MODESTO JUNIOR COLLEGE                  ,CA,95350-5800,Public       ,761,1428,2189,4172,3821,7993
00124200,MONTEREY PENINSULA COLLEGE              ,CA,93940-4799,Public       ,166,301,467,702,691,1393
00124300,MOUNT ST MARYS COLLEGE                  ,CA,90049-1599,Private      ,116,276,392,1744,1156,2900
00124500,MT. SAN ANTONIO COLLEGE                 ,CA,91789-1399,Public       ,1045,1328,2373,6199,3693,9892
00124600,MT SAN JACINTO COLLEGE                  ,CA,92583-2399,Public       ,598,1391,1989,2120,2888,5008
00124700,NAPA VALLEY COLLEGE                     ,CA,94558-6236,Public       ,147,328,475,767,892,1659
00124900,OCCIDENTAL COLLEGE                      ,CA,90041-3314,Private      ,81,19,100,3174,124,3298
00125000,ORANGE COAST COLLEGE - FIN AID OFF      ,CA,92628-5005,Public       ,939,1023,1962,5020,2447,7467
00125100,OTIS COLLEGE OF ART AND DESIGN          ,CA,90045-3505,Private      ,191,86,277,1194,437,1631
00125200,HOPE INTERNATIONAL UNIVERSITY           ,CA,92631-0000,Private      ,89,119,208,471,304,775
00125300,FRESNO PACIFIC UNIVERSITY               ,CA,93702-4798,Private      ,121,356,477,1315,1005,2320
00125302,FRESNO PACIFIC UNIVERSITY - VISALIA CENT,CA,93277-8341,Private      ,4,46,50,19,117,136
00125303,FRESNO PACIFIC UNIVERSITY - BAKERSFIELD ,CA,93301-4533,Private      ,2,41,43,19,94,113
00125400,PACIFIC LUTHERAN THEOLOGICAL SEM        ,CA,94708-0000,Private      ,0,14,14,0,79,79
00125500,PACIFIC OAKS COLLEGE                    ,CA,91103-3592,Private      ,4,334,338,18,755,773
00125600,PACIFIC SCHOOL OF RELIGION              ,CA,94709-0000,Private      ,0,21,21,0,166,166
00125800,PACIFIC UNION COLLEGE                   ,CA,94508-9797,Private      ,243,80,323,1002,243,1245
00125900,PALO VERDE COLLEGE                      ,CA,92225-0000,Public       ,21,86,107,61,129,190
00126000,PALOMAR COLLEGE                         ,CA,92069-1486,Public       ,649,1148,1797,2843,2416,5259
00126100,PASADENA CITY COLLEGE                   ,CA,91106-2003,Public       ,1536,1393,2929,7121,3504,10625
00126200,POINT LOMA NAZARENE UNIVERSITY          ,CA,92106-2899,Private      ,290,212,502,2750,560,3310
00126600,LANEY COLLEGE                           ,CA,94607-4893,Public       ,412,1019,1431,1617,2469,4086
00126700,MERRITT COLLEGE                         ,CA,94619-3196,Public       ,166,643,809,714,1368,2082
00126800,PORTERVILLE COLLEGE                     ,CA,93257-6059,Public       ,172,396,568,933,932,1865
00126900,RIO HONDO COLLEGE                       ,CA,90601-1699,Public       ,612,838,1450,3406,1984,5390
00127000,RIVERSIDE COMMUNITY COLLEGE             ,CA,92506-1299,Public       ,1645,2888,4533,7385,6881,14266
00127200,SAN BERNARDINO VALLEY COLLEGE           ,CA,92410-2798,Public       ,555,1569,2124,2267,3260,5527
00127300,SAN DIEGO CITY COLLEGE                  ,CA,92101-4787,Public       ,630,1522,2152,2864,3656,6520
00127500,SAN DIEGO MESA COLLEGE                  ,CA,92111-4996,Public       ,744,1079,1823,3542,2882,6424
00127800,SAN FRANCISCO CONSERVATORY OF MUSIC     ,CA,94122-4498,Private      ,42,55,97,243,296,539
00127900,SAN FRANCISCO THEOLOGICAL SEMINARY      ,CA,94960-0000,Private      ,0,37,37,0,68,68
00128000,SAN JOAQUIN DELTA COLLEGE               ,CA,95207-6370,Public       ,863,1849,2712,4192,4303,8495
00128100,WILLIAM JESSUP UNIVERSITY               ,CA,95765-3707,Private      ,54,69,123,357,202,559
00128200,SAN JOSE CITY COLLEGE                   ,CA,95128-2797,Public       ,456,1070,1526,1585,2042,3627
00128400,SANTA ANA COLLEGE                       ,CA,92706-3398,Public       ,399,657,1056,2536,1852,4388
00128500,SANTA BARBARA CITY COLLEGE              ,CA,93109-2394,Public       ,642,618,1260,2591,1365,3956
00128600,SANTA MONICA COLLEGE                    ,CA,90405-1644,Public       ,1245,1150,2395,6135,2964,9099
00128700,SANTA ROSA JUNIOR COLLEGE               ,CA,95401-4395,Public       ,336,843,1179,2430,2457,4887
00128800,CLAREMONT SCHOOL OF THEOLOGY            ,CA,91711-0000,Private      ,1,47,48,4,134,138
00128900,SHASTA COLLEGE                          ,CA,96049-7692,Public       ,347,960,1307,1980,2053,4033
00129000,SIERRA COLLEGE                          ,CA,95677-3397,Public       ,589,1140,1729,2760,2866,5626
00129100,SIMPSON UNIVERSITY                      ,CA,96003-8606,Private      ,108,141,249,920,461,1381
00129200,SOLANO COMMUNITY COLLEGE                ,CA,94534-3197,Public       ,255,679,934,1343,1987,3330
00129300,VANGUARD UNIVERSITY OF SOUTHERN CA      ,CA,92626-6597,Private      ,167,164,331,1710,554,2264
00129400,SOUTHWESTERN COLLEGE                    ,CA,91910-7299,Public       ,928,1094,2022,4144,2673,6817
00129500,SOUTHWESTERN LAW SCHOOL                 ,CA,90010-1106,Private      ,5,263,268,11,1996,2007
00129600,DOMINICAN SCH PHILOSOPHY & THEOLOGY     ,CA,94709-0000,Private      ,0,4,4,2,22,24
00129900,ST JOHN'S SEMINARY COLLEGE              ,CA,93010-0000,Private      ,1,4,5,2,5,7
00130200,SAINT MARY'S COLLEGE OF CALIFORNIA      ,CA,94556-2744,Private      ,224,281,505,3161,796,3957
00130500,STANFORD UNIVERSITY                     ,CA,94305-6106,Private      ,1320,435,1755,12600,2279,14879
00130501,STANFORD UNIVERSITY - GRADUATE SCHOOL OF,CA,94305-5301,Private      ,8,183,191,41,582,623
00130502,STANFORD UNIVERSITY - GRADUATE SCHOOL OF,CA,94305-5015,Private      ,0,244,244,14,827,841
00130503,STANFORD UNIVERSITY - STANFORD LAW SCHOO,CA,94305-3096,Private      ,4,257,261,14,1682,1696
00130700,FRESNO CITY COLLEGE                     ,CA,93741-0002,Public       ,1580,2564,4144,7870,6086,13956
00130800,REEDLEY COLLEGE                         ,CA,93654-2099,Public       ,843,1137,1980,3323,2520,5843
00130900,TAFT COLLEGE                            ,CA,93268-2317,Public       ,101,173,274,355,336,691
00131200,UNIVERSITY OF CALIFORNIA-BERKELEY       ,CA,94720-1520,Public       ,1200,1793,2993,34526,14302,48828
00131300,UNIVERSITY OF CALIFORNIA-DAVIS          ,CA,95616-8558,Public       ,1274,1413,2687,31513,9935,41448
00131400,UNIVERSITY OF CALIFORNIA-IRVINE         ,CA,92697-2825,Public       ,879,1038,1917,32188,6647,38835
00131500,UNIVERSITY OF CALIFORNIA (UCLA)         ,CA,90095-9000,Public       ,1626,2649,4275,42247,17507,59754
00131502,UNIV OF CALIFORNIA LOS ANG SCH MED      ,CA,90095-0000,Public       ,13,90,103,89,689,778
00131503,UNIV OF CALIFORNIA LOS ANG DENTAL       ,CA,90095-0000,Public       ,1,36,37,18,149,167
00131600,UNIVERSITY OF CALIFORNIA-RIVERSIDE      ,CA,92521-0209,Public       ,776,733,1509,19871,3776,23647
