OPE ID,School,State,Zip Code,School Type,20072008Qtr4_Dependent Students,20072008Qtr4_Independent Students,Quarterly Total,YTD_20072008Qtr4_Dependent Students,YTD_20072008Qtr4_Independent Students,Award Year To Date Total
00103100,NORTHEAST ALABAMA STATE CMNTY COLG      ,AL,35986-0159,Public       ,55,185,240,797,1346,2143
00103300,OAKWOOD COLLEGE                         ,AL,35896-0001,Private      ,33,38,71,1560,580,2140
00103400,ALABAMA SOUTHERN COMMUNITY COLLEGE      ,AL,36460-5698,Public       ,70,160,230,724,908,1632
00103600,SAMFORD UNIVERSITY                      ,AL,35229-7000,Private      ,46,89,135,2289,2086,4375
00103700,SELMA UNIVERSITY                        ,AL,36701-0000,Private      ,0,0,0,1,0,1
00103800,SNEAD STATE COMMUNITY COLLEGE           ,AL,35957-0734,Public       ,61,173,234,741,1249,1990
00104000,SOUTHERN UNION STATE COMMUNITY CLG      ,AL,36276-0000,Public       ,198,286,484,2170,1974,4144
00104100,SPRING HILL COLLEGE                     ,AL,36608-1791,Private      ,21,52,73,1465,486,1951
00104400,STILLMAN COLLEGE                        ,AL,35403-1430,Private      ,29,14,43,1373,358,1731
00104600,TALLADEGA COLLEGE                       ,AL,35160-2354,Private      ,10,9,19,474,121,595
00104700,TROY STATE UNIVERSITY                   ,AL,36082-0001,Public       ,295,1931,2226,5393,17367,22760
00104754,TROY UNIVERSITY - DOTHAN                ,AL,36303-1575,Public       ,0,0,0,127,375,502
00104755,TROY UNIVERSITY - MONTGOMERY            ,AL,36103-4419,Public       ,0,0,0,251,1053,1304
00105000,TUSKEGEE UNIVERSITY                     ,AL,36088-1645,Private      ,66,27,93,4053,864,4917
00105100,UNIVERSITY OF ALABAMA (THE)             ,AL,35487-0120,Public       ,392,407,799,12150,6259,18409
00105200,UNIVERSITY OF ALABAMA AT BIRMINGHAM     ,AL,35294-1150,Public       ,266,506,772,6786,7472,14258
00105500,UNIVERSITY OF ALABAMA IN HUNTSVILLE     ,AL,35899-0001,Public       ,120,214,334,3227,2623,5850
00105700,UNIVERSITY OF SOUTH ALABAMA             ,AL,36688-0002,Public       ,249,641,890,5228,7038,12266
00105900,LAWSON STATE COMMUNITY COLLEGE          ,AL,35221-1798,Public       ,106,306,412,1616,2632,4248
00105901,LAWSON STATE COMMUNITY COLLEGE - BESSEME,AL,35021-0308,Public       ,16,41,57,237,516,753
00106000,FAULKNER STATE COMMUNITY COLLEGE        ,AL,36507-2698,Public       ,128,263,391,1801,1903,3704
00446200,GADSDEN BUSINESS COLLEGE                ,AL,35906-3658,Proprietary  ,0,0,0,2,11,13
00526000,J.F. DRAKE STATE TECH COLLEGE           ,AL,35811-1584,Public       ,24,145,169,274,895,1169
00569100,SHELTON STATE COMMUNITY CLG             ,AL,35405-4017,Public       ,201,351,552,2549,2507,5056
00569200,REID STATE TECHNICAL COLLEGE            ,AL,36401-0000,Public       ,16,73,89,215,500,715
00569700,NORTHWEST- SHOALS COMMUNITY COLLEGE     ,AL,35661-0000,Public       ,122,272,394,1555,1885,3440
00569702,NORTHWEST-SHOALS C.C.-PHIL CAMPBELL     ,AL,35581-0000,Public       ,7,17,24,152,158,310
00569900,GEORGE C WALLACE STATE CMTY COLLEGE     ,AL,36703-0000,Public       ,86,240,326,879,1389,2268
00573300,BEVILL STATE CMTY COLLEGE-WALKER        ,AL,35148-0000,Public       ,83,248,331,924,1761,2685
00573301,BEVILL STATE COMMUNITY COLLEGE - FAYETTE,AL,35555-0000,Public       ,12,48,60,329,449,778
00573302,BEVILL STATE CMTY CLG-HAMILTON CAMP     ,AL,35570-0000,Public       ,11,39,50,137,296,433
00573305,BEVILL STATE CMTY CLG-WALKER CLG        ,AL,35501-0000,Public       ,21,42,63,287,332,619
00573400,H. COUNCILL TRENHOLM STATE TECH COLLEGE ,AL,36108-0020,Public       ,79,232,311,501,1306,1807
00573401,H. C. TRENHOLM ST TECH COL-PATTERSON CAM,AL,36116-2612,Public       ,16,78,94,208,445,653
00787100,GEORGE C WALLACE STATE CMTY CLG         ,AL,35077-2000,Public       ,200,401,601,2042,3026,5068
00831000,AUBURN UNIVERSITY-MONTGOMERY            ,AL,36124-0000,Public       ,142,346,488,2419,3149,5568
00898800,LURLEEN B WALLACE COMMUNITY COLLEGE     ,AL,36420-0418,Public       ,48,132,180,613,895,1508
01019300,HERZING COLLEGE                         ,AL,35209-4816,Proprietary  ,15,69,84,137,578,715
01055400,CONCORDIA COLLEGE                       ,AL,36701-3323,Private      ,26,42,68,394,380,774
01123700,SOUTHERN COMMUNITY COLLEGE              ,AL,36083-1803,Private      ,0,0,0,8,10,18
01218200,CHATTAHOOCHEE VALLEY CMTY CLG           ,AL,36869-7917,Public       ,56,144,200,625,1221,1846
01303906,SOUTH UNIVERSITY - MONTGOMERY           ,AL,36116-1120,Proprietary  ,32,129,161,237,834,1071
02170600,UNITED STATES SPORTS ACADEMY            ,AL,36526-7055,Private      ,3,133,136,23,607,630
02199700,HERITAGE CHRISTIAN UNIVERSITY           ,AL,35630-0000,Private      ,0,6,6,13,54,67
02270400,SOUTHEASTERN BIBLE COLLEGE              ,AL,35244-2083,Private      ,9,9,18,99,146,245
02296000,PRINCE INSTITUTE OF PROFESSIONAL STUDIES,AL,36117-0000,Proprietary  ,7,15,22,45,83,128
02323800,GAITHER AND COMPANY BEAUTY COLLEGE      ,AL,35768-0000,Proprietary  ,0,0,0,1,12,13
02341000,FORTIS COLLEGE                          ,AL,36609-0000,Proprietary  ,37,139,176,215,789,1004
02341002,CAPPS COLLEGE - MONTGOMERY              ,AL,36109-3624,Proprietary  ,2,16,18,33,95,128
02503400,AMRIDGE UNIVERSITY                      ,AL,36124-0000,Private      ,1,82,83,23,831,854
02605500,REMINGTON COLLEGE - MOBILE CAMPUS       ,AL,36609-5593,Proprietary  ,56,285,341,428,1726,2154
03010600,VIRGINIA COLLEGE                        ,AL,35209-5154,Proprietary  ,239,1732,1971,1122,8753,9875
03010602,VIRGINIA COLLEGE - HUNTSVILLE           ,AL,35805-0000,Proprietary  ,4,34,38,91,281,372
03010605,VA COLG TECHNICAL AT PELHAM             ,AL,35124-0000,Proprietary  ,1,4,5,8,14,22
03010607,VIRGINIA COLLEGE - MOBILE               ,AL,36606-4748,Proprietary  ,2,15,17,3,29,32
03032500,ALABAMA STATE CLG BARBER STYLING        ,AL,35215-8308,Proprietary  ,0,7,7,20,56,76
03100503,VIRGINIA COLLEGE AT PENSACOLA - VIRGINIA,AL,35242-5340,Proprietary  ,0,0,0,58,274,332
03361400,FORTIS COLLEGE                          ,AL,36535-3547,Proprietary  ,8,48,56,61,268,329
03459300,SOUTHEASTERN SCHOOL OF COSMETOLOGY      ,AL,35228-0000,Private      ,8,27,35,23,139,162
03783300,BLUE CLIFF CAREER COLLEGE               ,AL,63306-4749,Proprietary  ,12,60,72,55,158,213
03894300,HUNTSVILLE BIBLE COLLEGE                ,AL,35811-0000,Private      ,0,6,6,6,35,41
04067300,SELMA UNIVERSITY                        ,AL,36701-0000,Private      ,0,7,7,3,30,33
04116500,MIMI'S BEAUTY ACADEMY OF COSMETOLOGY    ,AL,35810-3453,Proprietary  ,0,3,3,0,3,3
00111100,ALLAN HANCOCK COLLEGE                   ,CA,93454-6399,Public       ,114,336,450,2302,2662,4964
00111300,ANTELOPE VALLEY COLLEGE                 ,CA,93536-5426,Public       ,277,659,936,3077,4955,8032
00111600,ART CENTER COLLEGE OF DESIGN            ,CA,91103-1999,Private      ,52,70,122,1082,1225,2307
00111700,AZUSA PACIFIC UNIVERSITY                ,CA,91702-7000,Private      ,113,552,665,5092,4719,9811
00111800,BAKERSFIELD COLLEGE                     ,CA,93305-1299,Public       ,265,679,944,5749,5875,11624
00111900,BARSTOW COMMUNITY COLLEGE               ,CA,92311-6608,Public       ,55,372,427,480,2063,2543
00112000,AMER BAPT SEM OF THE WEST-BERKELEY      ,CA,94704-0000,Private      ,0,5,5,0,50,50
00112100,BETHANY UNIVERSITY /  ASSEMBLIES OF GOD ,CA,95066-2896,Private      ,16,24,40,431,360,791
00112200,BIOLA UNIVERSITY                        ,CA,90639-0001,Private      ,78,103,181,4287,1795,6082
00112300,BROOKS INSTITUTE                        ,CA,93103-1809,Proprietary  ,114,57,171,1650,956,2606
00112400,CABRILLO COLLEGE                        ,CA,95003-3194,Public       ,119,303,422,2196,2987,5183
00112500,CALIFORNIA BAPTIST UNIVERSITY           ,CA,92504-3297,Private      ,60,159,219,2799,2140,4939
00112700,CALIFORNIA COLLEGE OF THE ARTS          ,CA,94107-2206,Private      ,36,40,76,1335,1211,2546
00113100,CALIFORNIA INSTITUTE OF TECHNOLOGY      ,CA,91125-0001,Private      ,34,18,52,2114,316,2430
00113200,CALIFORNIA INSTITUTE OF THE ARTS        ,CA,91355-2397,Private      ,17,14,31,1227,1197,2424
00113300,CALIFORNIA LUTHERAN UNIVERSITY          ,CA,91360-2787,Private      ,29,114,143,2260,1209,3469
00113400,CALIFORNIA MARITIME ACADEMY             ,CA,94590-8181,Public       ,12,5,17,577,189,766
00113700,CALIF STATE UNIV-FULLERTON              ,CA,92831-3599,Public       ,589,764,1353,24437,12798,37235
00113800,"CALIFORNIA STATE UNIVERSITY, EAST BAY   ",CA,94542-3000,Public       ,161,490,651,6001,7030,13031
00113900,CALIF STATE UNIV-LONG BEACH             ,CA,90840-0006,Public       ,607,732,1339,29812,15036,44848
00114000,CALIF STATE UNIV-LOS ANGELES            ,CA,90032-4226,Public       ,337,740,1077,15991,13279,29270
00114100,"CALIF STATE UNIV, DOMINGUEZ HILLS       ",CA,90747-0001,Public       ,171,547,718,7964,8297,16261
00114200,CALIF STATE UNIV SAN BERNARDINO         ,CA,92407-2397,Public       ,284,624,908,10909,9843,20752
00114300,CAL POLY STATE UNIVERSITY               ,CA,93407-0001,Public       ,341,178,519,19222,3119,22341
00114400,CALIF STATE POLYTECHNIC UNIV POMONA     ,CA,91768-2500,Public       ,359,304,663,17168,6293,23461
00114600,CALIF STATE UNIV - CHICO                ,CA,95929-0001,Public       ,273,259,532,11947,5209,17156
00114700,CALIF STATE UNIV - FRESNO               ,CA,93740-8026,Public       ,324,505,829,15113,8896,24009
00114900,HUMBOLDT STATE UNIVERSITY               ,CA,95521-8299,Public       ,138,162,300,6635,3702,10337
00115000,CALIF STATE UNIV-SACRAMENTO             ,CA,95819-6044,Public       ,410,778,1188,17206,12947,30153
00115100,SAN DIEGO STATE UNIVERSITY              ,CA,92182-1690,Public       ,741,706,1447,29077,13664,42741
00115300,CALIF STATE UNIV-NORTHRIDGE             ,CA,91330-8307,Public       ,528,832,1360,22328,13846,36174
00115301,CALIF STATE UNIV CHANNEL ISLANDS        ,CA,93012-0000,Public       ,20,23,43,2109,944,3053
00115400,SAN FRANCISCO STATE UNIVERSITY          ,CA,94132-1740,Public       ,495,682,1177,20528,14446,34974
00115500,SAN JOSE STATE UNIVERSITY               ,CA,95192-0036,Public       ,406,665,1071,17719,11853,29572
00115600,SONOMA STATE UNIVERSITY                 ,CA,94928-3609,Public       ,108,165,273,6574,2831,9405
00115700,CALIF STATE UNIV-STANISLAUS             ,CA,95382-0299,Public       ,108,254,362,5525,4197,9722
00115800,UNITED STATES INTERNATIONAL UNIV        ,CA,92131-1799,Private      ,1,29,30,46,749,795
00116100,CERRITOS COLLEGE                        ,CA,90650-6296,Public       ,379,681,1060,7108,5623,12731
00116200,CHABOT COLLEGE                          ,CA,94545-2400,Public       ,167,459,626,2869,3559,6428
00116300,CHAFFEY COLLEGE                         ,CA,91737-9400,Public       ,377,875,1252,5478,6664,12142
00116400,CHAPMAN UNIVERSITY                      ,CA,92866-1099,Private      ,90,730,820,5216,7383,12599
00116453,CHAPMAN UNIVERSITY SCHOOL OF LAW        ,CA,92866-0000,Private      ,2,14,16,83,1415,1498
00116500,CHURCH DIV SCH OF THE PACIFIC           ,CA,94709-0000,Private      ,0,2,2,0,76,76
00116600,CITRUS COLLEGE                          ,CA,91741-1899,Public       ,206,316,522,3968,2852,6820
00116900,CLAREMONT GRADUATE UNIVERSITY           ,CA,91711-0000,Private      ,0,89,89,9,1518,1527
00117000,CLAREMONT MCKENNA COLLEGE               ,CA,91711-6400,Private      ,15,1,16,2335,55,2390
00117100,HARVEY MUDD COLLEGE                     ,CA,91711-5990,Private      ,6,0,6,1549,18,1567
00117200,PITZER COLLEGE                          ,CA,91711-6101,Private      ,13,7,20,2086,119,2205
00117300,POMONA COLLEGE                          ,CA,91711-6301,Private      ,25,4,29,3012,66,3078
00117400,SCRIPPS COLLEGE                         ,CA,91711-3948,Private      ,11,0,11,1230,62,1292
00117600,WEST HILLS COMMUNITY COLLEGE            ,CA,93210-1399,Public       ,39,170,209,1546,1634,3180
00117700,COGSWELL POLYTECHNICAL COLLEGE          ,CA,94089-1210,Private      ,5,4,9,109,57,166
00117800,COLLEGE OF MARIN                        ,CA,94904-2590,Public       ,31,118,149,569,1211,1780
00117801,COLG OF MARIN-INDIAN VALLEY CMPS        ,CA,94949-0000,Public       ,2,8,10,25,73,98
00117900,NOTRE DAME DE NAMUR UNIVERSITY          ,CA,94002-1997,Private      ,4,39,43,632,682,1314
00118100,COLLEGE OF SAN MATEO                    ,CA,94402-3784,Public       ,86,187,273,1407,1313,2720
00118200,COLLEGE OF THE DESERT                   ,CA,92260-9305,Public       ,118,263,381,2240,2342,4582
00118300,HOLY NAMES UNIVERSITY                   ,CA,94619-1699,Private      ,7,51,58,535,649,1184
00118500,COLLEGE OF THE REDWOODS                 ,CA,95501-9300,Public       ,94,324,418,1783,2795,4578
00118600,COLLEGE OF THE SEQUOIAS                 ,CA,93277-2234,Public       ,199,668,867,3723,4406,8129
00118700,COLLEGE OF THE SISKIYOUS                ,CA,96094-2899,Public       ,29,104,133,765,800,1565
00118701,COLLEGE OF THE SISKIYOUS - YREKA CENTER ,CA,96097-9538,Public       ,2,8,10,24,37,61
00119000,CONTRA COSTA COLLEGE                    ,CA,94806-3195,Public       ,79,228,307,1168,1903,3071
00119100,DIABLO VALLEY COLLEGE                   ,CA,94523-1544,Public       ,149,309,458,2710,2423,5133
00119200,CUESTA COLLEGE                          ,CA,93403-8106,Public       ,154,273,427,2554,2238,4792
00119300,CYPRESS COLLEGE                         ,CA,90630-5897,Public       ,173,402,575,3289,3356,6645
00119600,DOMINICAN UNIVERSITY OF CALIFORNIA      ,CA,94901-2298,Private      ,35,80,115,1825,1049,2874
00119700,EL CAMINO COLLEGE                       ,CA,90506-0002,Public       ,357,583,940,6105,5193,11298
00119701,COMPTON COMMUNITY COLLEGE               ,CA,90221-5393,Public       ,49,179,228,618,1300,1918
00119900,FOOTHILL COLLEGE                        ,CA,94022-4597,Public       ,114,176,290,1200,1722,2922
00120000,FULLER THEOLOGICAL SEMINARY             ,CA,91182-0000,Private      ,1,92,93,11,1992,2003
00120100,FULLERTON COLLEGE                       ,CA,92832-2095,Public       ,321,383,704,5209,3564,8773
00120200,GAVILAN COLLEGE                         ,CA,95020-9599,Public       ,50,119,169,909,1163,2072
00120300,GLENDALE COMMUNITY COLLEGE              ,CA,91208-2894,Public       ,248,410,658,4798,4136,8934
00120400,GOLDEN GATE BAPT THEOL SEMINARY         ,CA,94941-0000,Private      ,0,5,5,1,40,41
00120500,GOLDEN GATE UNIVERSITY                  ,CA,94105-2967,Private      ,2,211,213,55,2725,2780
00120600,GOLDEN WEST COLLEGE                     ,CA,92647-2748,Public       ,169,368,537,3921,3352,7273
00120700,GRADUATE THEOLOGICAL UNION              ,CA,94709-0000,Private      ,0,6,6,0,315,315
00120800,GROSSMONT COLLEGE                       ,CA,92020-1798,Public       ,252,467,719,4207,4316,8523
00120900,HARTNELL COMMUNITY COLLEGE              ,CA,93901-1697,Public       ,98,181,279,1776,1662,3438
00121200,HUMPHREYS COLLEGE                       ,CA,95207-3896,Private      ,6,81,87,174,779,953
00121400,IMPERIAL VALLEY COLLEGE                 ,CA,92251-9787,Public       ,204,341,545,3339,2778,6117
00121500,LA SIERRA UNIVERSITY                    ,CA,92515-3332,Private      ,53,48,101,1560,644,2204
00121600,UNIVERSITY OF LA VERNE                  ,CA,91750-4443,Private      ,40,430,470,2307,5217,7524
00121700,LASSEN COLLEGE                          ,CA,96130-3000,Public       ,17,95,112,356,503,859
00121800,LOMA LINDA UNIVERSITY                   ,CA,92350-0001,Private      ,21,108,129,656,4116,4772
00121900,LONG BEACH CITY COLLEGE                 ,CA,90808-1780,Public       ,474,1252,1726,7473,9087,16560
00122000,MASTER'S COLLEGE & SEMINARY (THE)       ,CA,91321-1200,Private      ,23,17,40,1007,288,1295
00122300,LOS ANGELES CITY COLLEGE                ,CA,90029-3588,Public       ,217,571,788,3336,6280,9616
00122400,LOS ANGELES HARBOR COLLEGE              ,CA,90744-2397,Public       ,118,237,355,1759,2414,4173
00122600,LOS ANGELES PIERCE COLLEGE              ,CA,91371-0001,Public       ,248,371,619,4374,3302,7676
00122700,LOS ANGELES TRADE TECH COLLEGE          ,CA,90015-4181,Public       ,170,543,713,2207,4280,6487
00122800,LOS ANGELES VALLEY COLLEGE              ,CA,91401-4096,Public       ,187,377,564,3591,4005,7596
00122900,SO CA UNIV  HEALTH SCIENCES             ,CA,90604-4051,Private      ,1,23,24,13,506,519
00123000,SOUTHERN CA COLLEGE OF OPTOMETRY        ,CA,92831-1699,Private      ,0,1,1,9,467,476
00123200,AMERICAN RIVER COLLEGE                  ,CA,95841-4286,Public       ,433,1238,1671,5826,10183,16009
00123300,SACRAMENTO CITY COLLEGE                 ,CA,95822-1386,Public       ,306,926,1232,6348,7760,14108
00123600,MENLO COLLEGE                           ,CA,94027-4301,Private      ,13,12,25,754,135,889
00123700,MERCED COMMUNITY COLLEGE                ,CA,95348-2898,Public       ,195,472,667,3403,3568,6971
00123800,MILLS COLLEGE                           ,CA,94613-1301,Private      ,18,60,78,1148,1080,2228
00123900,MIRACOSTA COLLEGE                       ,CA,92056-3899,Public       ,106,287,393,1561,2118,3679
00124000,MODESTO JUNIOR COLLEGE                  ,CA,95350-5800,Public       ,324,840,1164,5338,6059,11397
00124200,MONTEREY PENINSULA COLLEGE              ,CA,93940-4799,Public       ,59,128,187,1003,1170,2173
00124300,MOUNT ST MARYS COLLEGE                  ,CA,90049-1599,Private      ,33,108,141,1831,1473,3304
00124500,MT. SAN ANTONIO COLLEGE                 ,CA,91789-1399,Public       ,400,621,1021,8211,5954,14165
00124600,MT SAN JACINTO COLLEGE                  ,CA,92583-2399,Public       ,231,630,861,3048,4766,7814
00124700,NAPA VALLEY COLLEGE                     ,CA,94558-6236,Public       ,73,181,254,1047,1454,2501
00124900,OCCIDENTAL COLLEGE                      ,CA,90041-3314,Private      ,18,5,23,3228,144,3372
00125000,ORANGE COAST COLLEGE - FIN AID OFF      ,CA,92628-5005,Public       ,339,528,867,6431,4176,10607
00125100,OTIS COLLEGE OF ART AND DESIGN          ,CA,90045-3505,Private      ,20,22,42,1283,517,1800
00125200,HOPE INTERNATIONAL UNIVERSITY           ,CA,92631-0000,Private      ,17,65,82,556,523,1079
00125300,FRESNO PACIFIC UNIVERSITY               ,CA,93702-4798,Private      ,32,136,168,1471,1485,2956
00125302,FRESNO PACIFIC UNIVERSITY - VISALIA CENT,CA,93277-8341,Private      ,4,15,19,26,171,197
00125303,FRESNO PACIFIC UNIVERSITY - BAKERSFIELD ,CA,93301-4533,Private      ,1,14,15,21,138,159
00125400,PACIFIC LUTHERAN THEOLOGICAL SEM        ,CA,94708-0000,Private      ,0,0,0,0,89,89
00125500,PACIFIC OAKS COLLEGE                    ,CA,91103-3592,Private      ,0,43,43,22,943,965
00125600,PACIFIC SCHOOL OF RELIGION              ,CA,94709-0000,Private      ,0,6,6,0,178,178
00125800,PACIFIC UNION COLLEGE                   ,CA,94508-9797,Private      ,41,33,74,1300,378,1678
00125900,PALO VERDE COLLEGE                      ,CA,92225-0000,Public       ,2,24,26,133,322,455
00126000,PALOMAR COLLEGE                         ,CA,92069-1486,Public       ,233,514,747,3908,3976,7884
00126100,PASADENA CITY COLLEGE                   ,CA,91106-2003,Public       ,428,598,1026,9237,5530,14767
00126200,POINT LOMA NAZARENE UNIVERSITY          ,CA,92106-2899,Private      ,55,174,229,2931,1125,4056
00126600,LANEY COLLEGE                           ,CA,94607-4893,Public       ,147,438,585,2205,3990,6195
00126700,MERRITT COLLEGE                         ,CA,94619-3196,Public       ,67,277,344,1025,2356,3381
00126800,PORTERVILLE COLLEGE                     ,CA,93257-6059,Public       ,62,246,308,1228,1644,2872
00126900,RIO HONDO COLLEGE                       ,CA,90601-1699,Public       ,215,384,599,4463,3331,7794
00127000,RIVERSIDE COMMUNITY COLLEGE             ,CA,92506-1299,Public       ,558,1149,1707,10597,11566,22163
00127200,SAN BERNARDINO VALLEY COLLEGE           ,CA,92410-2798,Public       ,223,817,1040,3180,5693,8873
00127300,SAN DIEGO CITY COLLEGE                  ,CA,92101-4787,Public       ,269,805,1074,4134,6719,10853
00127500,SAN DIEGO MESA COLLEGE                  ,CA,92111-4996,Public       ,312,543,855,5109,5050,10159
00127800,SAN FRANCISCO CONSERVATORY OF MUSIC     ,CA,94122-4498,Private      ,7,5,12,267,307,574
00127900,SAN FRANCISCO THEOLOGICAL SEMINARY      ,CA,94960-0000,Private      ,0,2,2,0,86,86
00128000,SAN JOAQUIN DELTA COLLEGE               ,CA,95207-6370,Public       ,432,1167,1599,5875,7677,13552
00128100,WILLIAM JESSUP UNIVERSITY               ,CA,95765-3707,Private      ,10,43,53,395,305,700
00128200,SAN JOSE CITY COLLEGE                   ,CA,95128-2797,Public       ,117,368,485,2201,3328,5529
00128400,SANTA ANA COLLEGE                       ,CA,92706-3398,Public       ,166,312,478,3316,3134,6450
00128500,SANTA BARBARA CITY COLLEGE              ,CA,93109-2394,Public       ,156,269,425,3374,2304,5678
00128600,SANTA MONICA COLLEGE                    ,CA,90405-1644,Public       ,384,469,853,7846,4574,12420
00128700,SANTA ROSA JUNIOR COLLEGE               ,CA,95401-4395,Public       ,142,434,576,3076,3866,6942
00128800,CLAREMONT SCHOOL OF THEOLOGY            ,CA,91711-0000,Private      ,0,11,11,4,173,177
00128900,SHASTA COLLEGE                          ,CA,96049-7692,Public       ,129,477,606,2565,3609,6174
00129000,SIERRA COLLEGE                          ,CA,95677-3397,Public       ,276,567,843,3687,4544,8231
00129100,SIMPSON UNIVERSITY                      ,CA,96003-8606,Private      ,18,56,74,1011,655,1666
00129200,SOLANO COMMUNITY COLLEGE                ,CA,94534-3197,Public       ,118,424,542,1870,3218,5088
00129300,VANGUARD UNIVERSITY OF SOUTHERN CA      ,CA,92626-6597,Private      ,30,79,109,1856,799,2655
00129400,SOUTHWESTERN COLLEGE                    ,CA,91910-7299,Public       ,331,424,755,5564,4223,9787
00129500,SOUTHWESTERN LAW SCHOOL                 ,CA,90010-1106,Private      ,0,17,17,11,2082,2093
00129600,DOMINICAN SCH PHILOSOPHY & THEOLOGY     ,CA,94709-0000,Private      ,0,0,0,2,28,30
00129900,ST JOHN'S SEMINARY COLLEGE              ,CA,93010-0000,Private      ,0,1,1,2,6,8
00130200,SAINT MARY'S COLLEGE OF CALIFORNIA      ,CA,94556-2744,Private      ,45,105,150,3346,1130,4476
00130500,STANFORD UNIVERSITY                     ,CA,94305-6106,Private      ,171,93,264,13061,2602,15663
00130501,STANFORD UNIVERSITY - GRADUATE SCHOOL OF,CA,94305-5301,Private      ,6,17,23,49,693,742
00130502,STANFORD UNIVERSITY - GRADUATE SCHOOL OF,CA,94305-5015,Private      ,6,10,16,20,937,957
00130503,STANFORD UNIVERSITY - STANFORD LAW SCHOO,CA,94305-3096,Private      ,0,5,5,19,1719,1738
00130700,FRESNO CITY COLLEGE                     ,CA,93741-0002,Public       ,511,1522,2033,9598,9862,19460
00130800,REEDLEY COLLEGE                         ,CA,93654-2099,Public       ,279,535,814,4261,4089,8350
00130900,TAFT COLLEGE                            ,CA,93268-2317,Public       ,23,62,85,555,594,1149
00131200,UNIVERSITY OF CALIFORNIA-BERKELEY       ,CA,94720-1520,Public       ,654,401,1055,35690,15583,51273
00131300,UNIVERSITY OF CALIFORNIA-DAVIS          ,CA,95616-8558,Public       ,412,237,649,32661,10865,43526
00131400,UNIVERSITY OF CALIFORNIA-IRVINE         ,CA,92697-2825,Public       ,352,286,638,33125,7523,40648
00131500,UNIVERSITY OF CALIFORNIA (UCLA)         ,CA,90095-9000,Public       ,545,637,1182,43634,20179,63813
00131502,UNIV OF CALIFORNIA LOS ANG SCH MED      ,CA,90095-0000,Public       ,5,11,16,100,720,820
00131503,UNIV OF CALIFORNIA LOS ANG DENTAL       ,CA,90095-0000,Public       ,1,1,2,20,154,174
