OPE ID,School,State,Zip Code,School Type,20132014Qtr5_Dependent Students,20132014Qtr5_Independent Students,Quarterly Total,YTD_20132014Qtr5_Dependent Students,YTD_20132014Qtr5_nan,Independent Students,Award Year To Date Total
00105901,LAWSON STATE COMMUNITY COLLEGE - BESSEME,AL,35021-0308,Public       ,43,91,134,871,,1651,2522
00106000,FAULKNER STATE COMMUNITY COLLEGE        ,AL,36507-2698,Public       ,99,160,259,3674,,4068,7742
00526000,J.F. DRAKE STATE TECH COLLEGE           ,AL,35811-1584,Public       ,36,157,193,777,,2440,3217
00569100,SHELTON STATE COMMUNITY CLG             ,AL,35405-4017,Public       ,130,133,263,4675,,4370,9045
00569200,REID STATE TECHNICAL COLLEGE            ,AL,36401-0000,Public       ,15,49,64,272,,766,1038
00569700,NORTHWEST- SHOALS COMMUNITY COLLEGE     ,AL,35661-0000,Public       ,127,159,286,2819,,2819,5638
00569900,GEORGE C WALLACE STATE CMTY COLLEGE     ,AL,36703-0000,Public       ,77,99,176,1310,,2072,3382
00573300,BEVILL STATE CMTY COLLEGE-WALKER        ,AL,35148-0000,Public       ,120,186,306,2453,,3618,6071
00573400,H. COUNCILL TRENHOLM STATE TECH COLLEGE ,AL,36108-0020,Public       ,33,119,152,930,,2420,3350
00573401,H. C. TRENHOLM ST TECH COL-PATTERSON CAM,AL,36116-2612,Public       ,23,63,86,568,,1347,1915
00787100,GEORGE C WALLACE STATE CMTY CLG         ,AL,35077-2000,Public       ,116,211,327,3846,,4567,8413
00831000,AUBURN UNIVERSITY-MONTGOMERY            ,AL,36124-0000,Public       ,93,204,297,4893,,5217,10110
00898800,LURLEEN B WALLACE COMMUNITY COLLEGE     ,AL,36420-0418,Public       ,62,77,139,1192,,1409,2601
01055400,CONCORDIA COLLEGE                       ,AL,36701-3323,Private      ,27,26,53,839,,572,1411
01218200,CHATTAHOOCHEE VALLEY CMTY CLG           ,AL,36869-7917,Public       ,36,135,171,1280,,2385,3665
01303906,SOUTH UNIVERSITY - MONTGOMERY           ,AL,36116-1120,Proprietary  ,26,148,174,471,,1859,2330
02170600,UNITED STATES SPORTS ACADEMY            ,AL,36526-7055,Private      ,1,49,50,46,,802,848
02199700,HERITAGE CHRISTIAN UNIVERSITY           ,AL,35630-0000,Private      ,1,3,4,40,,101,141
02270400,SOUTHEASTERN BIBLE COLLEGE              ,AL,35244-2083,Private      ,4,15,19,152,,346,498
02285000,PAUL MITCHELL THE SCHOOL HUNTSVILLE     ,AL,35758-0000,Proprietary  ,11,19,30,108,,218,326
02296000,PRINCE INSTITUTE OF PROFESSIONAL STUDIES,AL,36117-0000,Proprietary  ,6,30,36,56,,386,442
02341000,FORTIS COLLEGE                          ,AL,36609-0000,Proprietary  ,59,241,300,826,,2769,3595
02503400,AMRIDGE UNIVERSITY                      ,AL,36124-0000,Private      ,2,87,89,93,,1338,1431
03010600,VIRGINIA COLLEGE                        ,AL,35209-5154,Proprietary  ,454,2581,3035,4184,,24506,28690
03010602,VIRGINIA COLLEGE - HUNTSVILLE           ,AL,35805-0000,Proprietary  ,10,60,70,279,,1139,1418
03010607,VIRGINIA COLLEGE - MOBILE               ,AL,36608-1626,Proprietary  ,28,139,167,447,,1725,2172
03010616,VIRGINIA COLLEGE - MONTGOMERY           ,AL,36117-2802,Proprietary  ,28,157,185,481,,1942,2423
03026516,REMINGTON COLLEGE - MOBILE              ,AL,36609-5593,Private      ,12,41,53,707,,1881,2588
03032500,ALABAMA STATE CLG BARBER STYLING        ,AL,35215-0000,Proprietary  ,7,13,20,107,,213,320
03361400,FORTIS COLLEGE                          ,AL,36535-0000,Proprietary  ,12,85,97,208,,780,988
03459300,SOUTHEASTERN SCHOOL OF COSMETOLOGY      ,AL,35228-0000,Private      ,2,27,29,47,,185,232
03783300,BLUE CLIFF CAREER COLLEGE               ,AL,63306-4749,Proprietary  ,6,25,31,135,,417,552
03894300,HUNTSVILLE BIBLE COLLEGE                ,AL,35811-0000,Private      ,1,16,17,35,,270,305
04066300,CARDIAC AND VASCULAR INSTITUTE OF ULTRAS,AL,36604-1411,Proprietary  ,2,12,14,70,,361,431
04067300,SELMA UNIVERSITY                        ,AL,36701-0000,Private      ,19,43,62,244,,690,934
04121500,COLUMBIA SOUTHERN UNIVERSITY            ,AL,36561-3815,Proprietary  ,41,1418,1459,608,,16945,17553
04149200,XCELL ACADEMY-A PAUL MITCHELL PARTNER SC,AL,35216-4990,Proprietary  ,5,23,28,118,,314,432
04187200,NEW BEGINNING COLLEGE OF COSMETOLOGY    ,AL,35950-2415,Proprietary  ,6,8,14,75,,177,252
04187300,HAIR ACADEMY (THE)                      ,AL,36111-2201,Proprietary  ,0,10,10,71,,183,254
04197500,UNIVERSITY ACADEMY OF HAIR DESIGN       ,AL,35476-3100,Proprietary  ,4,5,9,50,,107,157
04211000,SALON PROFESSIONAL ACADEMY (THE)        ,AL,35816-1849,Proprietary  ,2,9,11,74,,196,270
04217900,NUNATION SCHOOL OF COSMETOLOGY          ,AL,35064-2222,Proprietary  ,0,3,3,0,,3,3
00111100,ALLAN HANCOCK COLLEGE                   ,CA,93454-6399,Public       ,137,343,480,5365,,6152,11517
00111300,ANTELOPE VALLEY COLLEGE                 ,CA,93536-5426,Public       ,384,1028,1412,8014,,13583,21597
00111600,ART CENTER COLLEGE OF DESIGN            ,CA,91103-1999,Private      ,52,47,99,2057,,1710,3767
00111700,AZUSA PACIFIC UNIVERSITY                ,CA,91702-7000,Private      ,118,572,690,11017,,10341,21358
00111800,BAKERSFIELD COLLEGE                     ,CA,93305-1299,Public       ,352,707,1059,11725,,12639,24364
00111900,BARSTOW COMMUNITY COLLEGE               ,CA,92311-6608,Public       ,78,430,508,1629,,4958,6587
00112000,AMER BAPT SEM OF THE WEST-BERKELEY      ,CA,94704-0000,Private      ,0,2,2,13,,67,80
00112200,BIOLA UNIVERSITY                        ,CA,90639-0001,Private      ,77,51,128,6991,,2472,9463
00112300,BROOKS INSTITUTE                        ,CA,93103-1809,Proprietary  ,17,18,35,564,,474,1038
00112400,CABRILLO COLLEGE                        ,CA,95003-3194,Public       ,201,406,607,5593,,6440,12033
00112500,CALIFORNIA BAPTIST UNIVERSITY           ,CA,92504-3297,Private      ,116,312,428,7615,,6444,14059
00112700,CALIFORNIA COLLEGE OF THE ARTS          ,CA,94107-2206,Private      ,44,46,90,2489,,2104,4593
00113100,CALIFORNIA INSTITUTE OF TECHNOLOGY      ,CA,91125-0001,Private      ,35,24,59,3749,,783,4532
00113200,CALIFORNIA INSTITUTE OF THE ARTS        ,CA,91355-2397,Private      ,52,28,80,2818,,1710,4528
00113300,CALIFORNIA LUTHERAN UNIVERSITY          ,CA,91360-2787,Private      ,56,89,145,5393,,2054,7447
00113400,CALIFORNIA MARITIME ACADEMY             ,CA,94590-8181,Public       ,13,21,34,1144,,501,1645
00113700,CALIF STATE UNIV-FULLERTON              ,CA,92831-3599,Public       ,507,488,995,51099,,25211,76310
00113800,"CALIFORNIA STATE UNIVERSITY, EAST BAY   ",CA,94542-3000,Public       ,230,433,663,17862,,15505,33367
00113900,CALIF STATE UNIV-LONG BEACH             ,CA,90840-0006,Public       ,674,543,1217,60503,,27010,87513
00114000,CALIF STATE UNIV-LOS ANGELES            ,CA,90032-4226,Public       ,433,490,923,38626,,24851,63477
00114100,"CALIF STATE UNIV, DOMINGUEZ HILLS       ",CA,90747-0001,Public       ,204,355,559,19263,,17430,36693
00114200,CALIF STATE UNIV SAN BERNARDINO         ,CA,92407-2397,Public       ,238,362,600,22489,,15701,38190
00114300,CAL POLY STATE UNIVERSITY               ,CA,93407-0001,Public       ,349,116,465,39719,,5226,44945
00114400,CALIF STATE POLYTECHNIC UNIV POMONA     ,CA,91768-2500,Public       ,387,251,638,36744,,12800,49544
00114600,CALIF STATE UNIV - CHICO                ,CA,95929-0001,Public       ,255,131,386,23269,,7838,31107
00114700,CALIF STATE UNIV - FRESNO               ,CA,93740-8026,Public       ,269,293,562,26968,,14080,41048
00114900,HUMBOLDT STATE UNIVERSITY               ,CA,95521-8299,Public       ,150,90,240,13397,,4806,18203
00115000,CALIF STATE UNIV-SACRAMENTO             ,CA,95819-6044,Public       ,397,470,867,33710,,21987,55697
00115100,SAN DIEGO STATE UNIVERSITY              ,CA,92182-1690,Public       ,680,569,1249,60340,,23700,84040
00115300,CALIF STATE UNIV-NORTHRIDGE             ,CA,91330-8307,Public       ,488,485,973,43765,,24341,68106
00115400,SAN FRANCISCO STATE UNIVERSITY          ,CA,94132-1740,Public       ,380,395,775,41639,,21579,63218
00115500,SAN JOSE STATE UNIVERSITY               ,CA,95192-0036,Public       ,401,382,783,34539,,18804,53343
00115600,SONOMA STATE UNIVERSITY                 ,CA,94928-3609,Public       ,122,81,203,14129,,4194,18323
00115700,CALIF STATE UNIV-STANISLAUS             ,CA,95382-0299,Public       ,92,116,208,10347,,6762,17109
00116100,CERRITOS COLLEGE                        ,CA,90650-6296,Public       ,477,649,1126,19202,,16044,35246
00116200,CHABOT COLLEGE                          ,CA,94545-2400,Public       ,222,474,696,7118,,8578,15696
00116300,CHAFFEY COLLEGE                         ,CA,91737-9400,Public       ,431,801,1232,16729,,17135,33864
00116400,CHAPMAN UNIVERSITY                      ,CA,92866-1099,Private      ,124,105,229,12278,,3743,16021
00116453,CHAPMAN UNIVERSITY DALE E. FOWLER SCHOOL,CA,92866-0000,Private      ,3,9,12,82,,1480,1562
00116500,CHURCH DIV SCH OF THE PACIFIC           ,CA,94709-0000,Private      ,0,2,2,5,,72,77
00116600,CITRUS COLLEGE                          ,CA,91741-1899,Public       ,412,595,1007,11455,,8766,20221
00116900,CLAREMONT GRADUATE UNIVERSITY           ,CA,91711-0000,Private      ,0,49,49,33,,2010,2043
00117000,CLAREMONT MCKENNA COLLEGE               ,CA,91711-6400,Private      ,23,7,30,3794,,220,4014
00117100,HARVEY MUDD COLLEGE                     ,CA,91711-5990,Private      ,15,3,18,2689,,134,2823
00117200,PITZER COLLEGE                          ,CA,91711-6101,Private      ,18,9,27,3039,,240,3279
00117300,POMONA COLLEGE                          ,CA,91711-6301,Private      ,46,20,66,5157,,308,5465
00117400,SCRIPPS COLLEGE                         ,CA,91711-3948,Private      ,7,5,12,1976,,185,2161
00117600,WEST HILLS COMMUNITY COLLEGE            ,CA,93210-1399,Public       ,37,69,106,1564,,1499,3063
00117700,COGSWELL POLYTECHNICAL COLLEGE          ,CA,94089-1210,Proprietary  ,9,10,19,452,,245,697
00117800,COLLEGE OF MARIN                        ,CA,94904-2590,Public       ,57,203,260,1347,,2716,4063
00117801,COLG OF MARIN-INDIAN VALLEY CMPS        ,CA,94949-0000,Public       ,13,48,61,328,,819,1147
00117900,NOTRE DAME DE NAMUR UNIVERSITY          ,CA,94002-1997,Private      ,19,50,69,1909,,1599,3508
00118100,COLLEGE OF SAN MATEO                    ,CA,94402-3784,Public       ,172,232,404,3816,,3630,7446
00118200,COLLEGE OF THE DESERT                   ,CA,92260-9305,Public       ,269,431,700,6205,,6918,13123
00118300,HOLY NAMES UNIVERSITY                   ,CA,94619-1699,Private      ,11,45,56,1130,,1391,2521
00118500,COLLEGE OF THE REDWOODS                 ,CA,95501-9300,Public       ,92,225,317,2851,,4450,7301
00118600,COLLEGE OF THE SEQUOIAS                 ,CA,93277-2234,Public       ,178,396,574,7431,,8114,15545
00118700,COLLEGE OF THE SISKIYOUS                ,CA,96094-2899,Public       ,29,55,84,1146,,1339,2485
00118701,COLLEGE OF THE SISKIYOUS - YREKA CENTER ,CA,96097-9538,Public       ,3,18,21,166,,448,614
00119000,CONTRA COSTA COLLEGE                    ,CA,94806-3195,Public       ,108,324,432,2854,,4565,7419
00119100,DIABLO VALLEY COLLEGE                   ,CA,94523-1544,Public       ,315,500,815,7170,,7194,14364
00119200,CUESTA COLLEGE                          ,CA,93403-8106,Public       ,160,301,461,5025,,4708,9733
00119300,CYPRESS COLLEGE                         ,CA,90630-5897,Public       ,338,516,854,12624,,10955,23579
00119600,DOMINICAN UNIVERSITY OF CALIFORNIA      ,CA,94901-2298,Private      ,32,41,73,3167,,1526,4693
00119700,EL CAMINO COLLEGE                       ,CA,90506-0002,Public       ,524,826,1350,16782,,15589,32371
00119701,COMPTON COMMUNITY COLLEGE               ,CA,90221-5393,Public       ,176,534,710,4061,,6392,10453
00119900,FOOTHILL COLLEGE                        ,CA,94022-4597,Public       ,171,402,573,4327,,5609,9936
00120000,FULLER THEOLOGICAL SEMINARY             ,CA,91182-0000,Private      ,0,82,82,29,,2365,2394
00120100,FULLERTON COLLEGE                       ,CA,92832-2095,Public       ,442,704,1146,16328,,11972,28300
00120200,GAVILAN COLLEGE                         ,CA,95020-9599,Public       ,107,184,291,2352,,2537,4889
00120300,GLENDALE COMMUNITY COLLEGE              ,CA,91208-2894,Public       ,467,706,1173,11884,,10713,22597
00120500,GOLDEN GATE UNIVERSITY                  ,CA,94105-2967,Private      ,16,135,151,271,,3621,3892
00120600,GOLDEN WEST COLLEGE                     ,CA,92647-2748,Public       ,233,428,661,10393,,9064,19457
00120700,GRADUATE THEOLOGICAL UNION              ,CA,94709-0000,Private      ,0,6,6,1,,308,309
00120800,GROSSMONT COLLEGE                       ,CA,92020-1799,Public       ,339,582,921,11287,,13368,24655
00120900,HARTNELL COMMUNITY COLLEGE              ,CA,93901-1697,Public       ,188,258,446,4726,,3861,8587
00121200,HUMPHREYS COLLEGE                       ,CA,95207-3896,Private      ,16,75,91,414,,1405,1819
00121400,IMPERIAL VALLEY COLLEGE                 ,CA,92251-9787,Public       ,185,274,459,5120,,4403,9523
00121500,LA SIERRA UNIVERSITY                    ,CA,92515-3332,Private      ,64,89,153,3901,,1835,5736
00121600,UNIVERSITY OF LA VERNE                  ,CA,91750-4443,Private      ,98,454,552,6899,,7941,14840
00121700,LASSEN COLLEGE                          ,CA,96130-3000,Public       ,19,57,76,633,,803,1436
00121800,LOMA LINDA UNIVERSITY                   ,CA,92350-0001,Private      ,18,109,127,1456,,6541,7997
00121900,LONG BEACH CITY COLLEGE                 ,CA,90808-1780,Public       ,666,1143,1809,20226,,18891,39117
00122000,MASTER'S COLLEGE & SEMINARY (THE)       ,CA,91321-1200,Private      ,12,22,34,1516,,544,2060
00122300,LOS ANGELES CITY COLLEGE                ,CA,90029-3588,Public       ,498,1270,1768,12543,,19419,31962
00122400,LOS ANGELES HARBOR COLLEGE              ,CA,90744-2397,Public       ,266,473,739,5356,,6413,11769
00122600,LOS ANGELES PIERCE COLLEGE              ,CA,91371-0001,Public       ,604,899,1503,14874,,13496,28370
00122700,LOS ANGELES TRADE TECH COLLEGE          ,CA,90015-4181,Public       ,480,1618,2098,8621,,17958,26579
00122800,LOS ANGELES VALLEY COLLEGE              ,CA,91401-4096,Public       ,501,944,1445,11479,,13260,24739
00122900,SO CA UNIV  HEALTH SCIENCES             ,CA,90604-4051,Private      ,2,19,21,56,,826,882
00123000,MARSHALL B. KETCHUM UNIVERSITY          ,CA,92831-1699,Private      ,2,6,8,25,,522,547
00123200,AMERICAN RIVER COLLEGE                  ,CA,95841-4286,Public       ,448,1311,1759,15944,,25513,41457
00123300,SACRAMENTO CITY COLLEGE                 ,CA,95822-1386,Public       ,450,1004,1454,16511,,20605,37116
00123600,MENLO COLLEGE                           ,CA,94027-4301,Private      ,25,3,28,1730,,269,1999
00123700,MERCED COMMUNITY COLLEGE                ,CA,95348-2898,Public       ,220,353,573,7390,,6957,14347
00123800,MILLS COLLEGE                           ,CA,94613-1301,Private      ,25,69,94,2007,,2099,4106
00123900,MIRACOSTA COLLEGE                       ,CA,92056-3899,Public       ,152,415,567,5810,,8363,14173
00124000,MODESTO JUNIOR COLLEGE                  ,CA,95350-5800,Public       ,311,675,986,11375,,13891,25266
00124200,MONTEREY PENINSULA COLLEGE              ,CA,93940-4799,Public       ,150,254,404,3494,,3381,6875
00124300,MOUNT ST MARYS COLLEGE                  ,CA,90049-1599,Private      ,38,85,123,3805,,2948,6753
00124500,MT. SAN ANTONIO COLLEGE                 ,CA,91789-1399,Public       ,810,1188,1998,21916,,18386,40302
00124600,MT SAN JACINTO COLLEGE                  ,CA,92583-2399,Public       ,291,702,993,10088,,13707,23795
00124700,NAPA VALLEY COLLEGE                     ,CA,94558-6236,Public       ,99,203,302,3415,,3513,6928
00124900,OCCIDENTAL COLLEGE                      ,CA,90041-3314,Private      ,45,8,53,5592,,480,6072
00125000,ORANGE COAST COLLEGE - FIN AID OFF      ,CA,92628-5005,Public       ,362,621,983,15475,,12240,27715
00125100,OTIS COLLEGE OF ART AND DESIGN          ,CA,90045-3505,Private      ,36,36,72,1807,,959,2766
00125200,HOPE INTERNATIONAL UNIVERSITY           ,CA,92631-0000,Private      ,19,54,73,913,,1298,2211
00125300,FRESNO PACIFIC UNIVERSITY               ,CA,93702-4798,Private      ,41,271,312,2972,,4675,7647
00125400,PACIFIC LUTHERAN THEOLOGICAL SEM        ,CA,94708-0000,Private      ,0,2,2,2,,72,74
00125500,PACIFIC OAKS COLLEGE                    ,CA,91103-3606,Private      ,2,62,64,90,,1677,1767
00125600,PACIFIC SCHOOL OF RELIGION              ,CA,94709-0000,Private      ,0,0,0,2,,207,209
00125800,PACIFIC UNION COLLEGE                   ,CA,94508-9797,Private      ,34,31,65,2077,,611,2688
00125900,PALO VERDE COLLEGE                      ,CA,92225-0000,Public       ,17,57,74,312,,604,916
00126000,PALOMAR COLLEGE                         ,CA,92069-1486,Public       ,293,721,1014,11659,,11547,23206
00126100,PASADENA CITY COLLEGE                   ,CA,91106-2003,Public       ,487,759,1246,20723,,15782,36505
00126200,POINT LOMA NAZARENE UNIVERSITY          ,CA,92106-2899,Private      ,42,108,150,5130,,1869,6999
00126600,LANEY COLLEGE                           ,CA,94607-4893,Public       ,189,750,939,4810,,10108,14918
00126700,MERRITT COLLEGE                         ,CA,94619-3196,Public       ,94,441,535,3017,,6504,9521
00126800,PORTERVILLE COLLEGE                     ,CA,93257-6059,Public       ,68,145,213,2659,,2706,5365
00126900,RIO HONDO COLLEGE                       ,CA,90601-1699,Public       ,370,561,931,14364,,10466,24830
00127000,RIVERSIDE CITY COLLEGE                  ,CA,92506-1299,Public       ,777,1367,2144,22168,,22114,44282
00127200,SAN BERNARDINO VALLEY COLLEGE           ,CA,92410-2798,Public       ,244,725,969,11164,,15752,26916
00127300,SAN DIEGO CITY COLLEGE                  ,CA,92101-4787,Public       ,346,1006,1352,12550,,18504,31054
00127500,SAN DIEGO MESA COLLEGE                  ,CA,92111-4996,Public       ,381,890,1271,13598,,16030,29628
00127800,SAN FRANCISCO CONSERVATORY OF MUSIC     ,CA,94122-4498,Private      ,2,8,10,346,,478,824
00127900,SAN FRANCISCO THEOLOGICAL SEMINARY      ,CA,94960-0000,Private      ,0,2,2,1,,67,68
00128000,SAN JOAQUIN DELTA COLLEGE               ,CA,95207-6370,Public       ,408,807,1215,11117,,13549,24666
00128100,WILLIAM JESSUP UNIVERSITY               ,CA,95765-3707,Private      ,18,54,72,1234,,846,2080
00128200,SAN JOSE CITY COLLEGE                   ,CA,95128-2797,Public       ,173,473,646,5513,,8063,13576
00128400,SANTA ANA COLLEGE                       ,CA,92706-3398,Public       ,344,646,990,10076,,9232,19308
00128500,SANTA BARBARA CITY COLLEGE              ,CA,93109-2394,Public       ,343,384,727,10595,,7116,17711
00128600,SANTA MONICA COLLEGE                    ,CA,90405-1644,Public       ,783,952,1735,22857,,14614,37471
00128700,SANTA ROSA JUNIOR COLLEGE               ,CA,95401-4395,Public       ,270,524,794,7484,,8948,16432
00128800,CLAREMONT SCHOOL OF THEOLOGY            ,CA,91711-0000,Private      ,0,3,3,8,,326,334
00128900,SHASTA COLLEGE                          ,CA,96049-7692,Public       ,110,294,404,4396,,6347,10743
00129000,SIERRA COLLEGE                          ,CA,95677-3397,Public       ,345,645,990,9842,,11505,21347
00129100,SIMPSON UNIVERSITY                      ,CA,96003-8606,Private      ,18,31,49,1460,,1343,2803
00129200,SOLANO COMMUNITY COLLEGE                ,CA,94534-3197,Public       ,184,443,627,4376,,6987,11363
00129300,VANGUARD UNIVERSITY OF SOUTHERN CA      ,CA,92626-6597,Private      ,29,60,89,2705,,1516,4221
00129400,SOUTHWESTERN COLLEGE                    ,CA,91910-7299,Public       ,335,649,984,11279,,10908,22187
00129500,SOUTHWESTERN LAW SCHOOL                 ,CA,90010-1106,Private      ,2,20,22,79,,2320,2399
00129600,DOMINICAN SCH PHILOSOPHY & THEOLOGY     ,CA,94709-0000,Private      ,0,3,3,10,,78,88
00129900,ST JOHN'S SEMINARY COLLEGE              ,CA,93010-0000,Private      ,1,0,1,9,,10,19
00130200,SAINT MARY'S COLLEGE OF CALIFORNIA      ,CA,94556-2744,Private      ,58,77,135,5999,,1928,7927
00130500,STANFORD UNIVERSITY                     ,CA,94305-6106,Private      ,234,197,431,27737,,4469,32206
00130501,STANFORD UNIVERSITY - SCHOOL OF MEDICINE,CA,94305-5404,Private      ,3,36,39,92,,1681,1773
00130502,STANFORD UNIVERSITY - GRADUATE SCHOOL OF,CA,94305-7298,Private      ,4,51,55,108,,2050,2158
00130503,STANFORD UNIVERSITY - STANFORD LAW SCHOO,CA,94305-8610,Private      ,5,15,20,266,,2423,2689
00130700,FRESNO CITY COLLEGE                     ,CA,93741-0002,Public       ,386,902,1288,18461,,20396,38857
00130800,REEDLEY COLLEGE                         ,CA,93654-2099,Public       ,230,335,565,8096,,6430,14526
00130900,TAFT COLLEGE                            ,CA,93268-2317,Public       ,55,84,139,2031,,1942,3973
00131200,UNIVERSITY OF CALIFORNIA-BERKELEY       ,CA,94720-1520,Public       ,568,467,1035,59539,,21593,81132
00131300,UNIVERSITY OF CALIFORNIA-DAVIS          ,CA,95616-8558,Public       ,486,251,737,56401,,16039,72440
00131400,UNIVERSITY OF CALIFORNIA-IRVINE         ,CA,92697-2825,Public       ,579,343,922,61717,,15796,77513
00131500,UNIVERSITY OF CALIFORNIA (UCLA)         ,CA,90095-9000,Public       ,789,669,1458,77010,,30110,107120
00131502,UNIV OF CALIFORNIA LOS ANG SCH MED      ,CA,90095-0000,Public       ,11,14,25,397,,1253,1650
00131503,UNIV OF CALIFORNIA LOS ANG DENTAL       ,CA,90095-0000,Public       ,2,4,6,138,,249,387
00131600,UNIVERSITY OF CALIFORNIA-RIVERSIDE      ,CA,92521-0209,Public       ,437,283,720,42453,,11025,53478
00131700,UNIVERSITY OF CALIFORNIA-SAN DIEGO      ,CA,92093-0013,Public       ,509,283,792,55585,,12284,67869
00131900,UNIVERSITY OF CALIFORNIA-SFRANCISCO     ,CA,94143-0246,Public       ,42,98,140,2040,,5054,7094
00132000,UNIVERSITY OF CALIFORNIA-SANTA BARB     ,CA,93106-3180,Public       ,522,194,716,55329,,8174,63503
00132100,UNIVERSITY OF CALIFORNIA-SANTA CRUZ     ,CA,95064-0001,Public       ,338,144,482,38660,,5974,44634
00132200,UNIVERSITY OF REDLANDS                  ,CA,92373-0999,Private      ,58,252,310,6062,,4014,10076
00132500,UNIVERSITY OF SAN FRANCISCO             ,CA,94117-1080,Private      ,171,253,424,14357,,9076,23433
00132600,SANTA CLARA UNIVERSITY                  ,CA,95053-4956,Private      ,86,105,191,12492,,3906,16398
