OPE ID,School,State,Zip Code,School Type,20132014Qtr4_Dependent Students,20132014Qtr4_Independent Students,Quarterly Total,YTD_20132014Qtr4_Dependent Students,YTD_20132014Qtr4_nan,Independent Students,Award Year To Date Total
00111900,BARSTOW COMMUNITY COLLEGE               ,CA,92311-6608,Public       ,119,550,669,1551,,4528,6079
00112000,AMER BAPT SEM OF THE WEST-BERKELEY      ,CA,94704-0000,Private      ,2,7,9,13,,65,78
00112200,BIOLA UNIVERSITY                        ,CA,90639-0001,Private      ,176,156,332,6914,,2421,9335
00112300,BROOKS INSTITUTE                        ,CA,93103-1809,Proprietary  ,45,39,84,547,,456,1003
00112400,CABRILLO COLLEGE                        ,CA,95003-3194,Public       ,328,664,992,5392,,6034,11426
00112500,CALIFORNIA BAPTIST UNIVERSITY           ,CA,92504-3297,Private      ,233,506,739,7499,,6132,13631
00112700,CALIFORNIA COLLEGE OF THE ARTS          ,CA,94107-2206,Private      ,120,107,227,2445,,2058,4503
00113100,CALIFORNIA INSTITUTE OF TECHNOLOGY      ,CA,91125-0001,Private      ,189,56,245,3714,,759,4473
00113200,CALIFORNIA INSTITUTE OF THE ARTS        ,CA,91355-2397,Private      ,140,96,236,2766,,1682,4448
00113300,CALIFORNIA LUTHERAN UNIVERSITY          ,CA,91360-2787,Private      ,131,134,265,5337,,1965,7302
00113400,CALIFORNIA MARITIME ACADEMY             ,CA,94590-8181,Public       ,24,37,61,1131,,480,1611
00113700,CALIF STATE UNIV-FULLERTON              ,CA,92831-3599,Public       ,1242,1087,2329,50592,,24723,75315
00113800,"CALIFORNIA STATE UNIVERSITY, EAST BAY   ",CA,94542-3000,Public       ,437,756,1193,17632,,15072,32704
00113900,CALIF STATE UNIV-LONG BEACH             ,CA,90840-0006,Public       ,1715,1265,2980,59829,,26467,86296
00114000,CALIF STATE UNIV-LOS ANGELES            ,CA,90032-4226,Public       ,971,1077,2048,38193,,24361,62554
00114100,"CALIF STATE UNIV, DOMINGUEZ HILLS       ",CA,90747-0001,Public       ,452,740,1192,19059,,17075,36134
00114200,CALIF STATE UNIV SAN BERNARDINO         ,CA,92407-2397,Public       ,469,737,1206,22251,,15339,37590
00114300,CAL POLY STATE UNIVERSITY               ,CA,93407-0001,Public       ,976,250,1226,39370,,5110,44480
00114400,CALIF STATE POLYTECHNIC UNIV POMONA     ,CA,91768-2500,Public       ,787,508,1295,36357,,12549,48906
00114600,CALIF STATE UNIV - CHICO                ,CA,95929-0001,Public       ,740,462,1202,23014,,7707,30721
00114700,CALIF STATE UNIV - FRESNO               ,CA,93740-8026,Public       ,732,677,1409,26699,,13787,40486
00114900,HUMBOLDT STATE UNIVERSITY               ,CA,95521-8299,Public       ,377,238,615,13247,,4716,17963
00115000,CALIF STATE UNIV-SACRAMENTO             ,CA,95819-6044,Public       ,876,1096,1972,33313,,21517,54830
00115100,SAN DIEGO STATE UNIVERSITY              ,CA,92182-1690,Public       ,1754,1154,2908,59660,,23131,82791
00115300,CALIF STATE UNIV-NORTHRIDGE             ,CA,91330-8307,Public       ,983,1084,2067,43277,,23856,67133
00115400,SAN FRANCISCO STATE UNIVERSITY          ,CA,94132-1740,Public       ,1007,1020,2027,41259,,21184,62443
00115500,SAN JOSE STATE UNIVERSITY               ,CA,95192-0036,Public       ,928,907,1835,34138,,18422,52560
00115600,SONOMA STATE UNIVERSITY                 ,CA,94928-3609,Public       ,387,215,602,14007,,4113,18120
00115700,CALIF STATE UNIV-STANISLAUS             ,CA,95382-0299,Public       ,241,309,550,10255,,6646,16901
00116100,CERRITOS COLLEGE                        ,CA,90650-6296,Public       ,892,1500,2392,18725,,15395,34120
00116200,CHABOT COLLEGE                          ,CA,94545-2400,Public       ,366,895,1261,6896,,8104,15000
00116300,CHAFFEY COLLEGE                         ,CA,91737-9400,Public       ,856,1550,2406,16298,,16334,32632
00116400,CHAPMAN UNIVERSITY                      ,CA,92866-1099,Private      ,383,205,588,12154,,3638,15792
00116453,CHAPMAN UNIVERSITY SCHOOL OF LAW        ,CA,92866-0000,Private      ,5,34,39,79,,1471,1550
00116500,CHURCH DIV SCH OF THE PACIFIC           ,CA,94709-0000,Private      ,0,2,2,5,,70,75
00116600,CITRUS COLLEGE                          ,CA,91741-1899,Public       ,414,583,997,11043,,8171,19214
00116900,CLAREMONT GRADUATE UNIVERSITY           ,CA,91711-0000,Private      ,1,97,98,33,,1961,1994
00117000,CLAREMONT MCKENNA COLLEGE               ,CA,91711-6400,Private      ,124,19,143,3771,,213,3984
00117100,HARVEY MUDD COLLEGE                     ,CA,91711-5990,Private      ,83,8,91,2674,,131,2805
00117200,PITZER COLLEGE                          ,CA,91711-6101,Private      ,81,16,97,3021,,231,3252
00117300,POMONA COLLEGE                          ,CA,91711-6301,Private      ,129,27,156,5111,,288,5399
00117400,SCRIPPS COLLEGE                         ,CA,91711-3948,Private      ,44,20,64,1969,,180,2149
00117600,WEST HILLS COMMUNITY COLLEGE            ,CA,93210-1399,Public       ,62,188,250,1527,,1430,2957
00117700,COGSWELL POLYTECHNICAL COLLEGE          ,CA,94089-1210,Proprietary  ,42,26,68,443,,235,678
00117800,COLLEGE OF MARIN                        ,CA,94904-2590,Public       ,71,234,305,1290,,2513,3803
00117801,COLG OF MARIN-INDIAN VALLEY CMPS        ,CA,94949-0000,Public       ,23,77,100,315,,771,1086
00117900,NOTRE DAME DE NAMUR UNIVERSITY          ,CA,94002-1997,Private      ,52,110,162,1890,,1549,3439
00118100,COLLEGE OF SAN MATEO                    ,CA,94402-3784,Public       ,174,381,555,3644,,3398,7042
00118200,COLLEGE OF THE DESERT                   ,CA,92260-9305,Public       ,208,580,788,5936,,6487,12423
00118300,HOLY NAMES UNIVERSITY                   ,CA,94619-1699,Private      ,41,84,125,1119,,1346,2465
00118500,COLLEGE OF THE REDWOODS                 ,CA,95501-9300,Public       ,218,488,706,2759,,4225,6984
00118600,COLLEGE OF THE SEQUOIAS                 ,CA,93277-2234,Public       ,477,1047,1524,7253,,7718,14971
00118700,COLLEGE OF THE SISKIYOUS                ,CA,96094-2899,Public       ,39,131,170,1117,,1284,2401
00118701,COLLEGE OF THE SISKIYOUS - YREKA CENTER ,CA,96097-9538,Public       ,9,54,63,163,,430,593
00119000,CONTRA COSTA COLLEGE                    ,CA,94806-3195,Public       ,145,437,582,2746,,4241,6987
00119100,DIABLO VALLEY COLLEGE                   ,CA,94523-1544,Public       ,420,775,1195,6855,,6694,13549
00119200,CUESTA COLLEGE                          ,CA,93403-8106,Public       ,302,610,912,4865,,4407,9272
00119300,CYPRESS COLLEGE                         ,CA,90630-5897,Public       ,583,989,1572,12286,,10439,22725
00119600,DOMINICAN UNIVERSITY OF CALIFORNIA      ,CA,94901-2298,Private      ,66,76,142,3135,,1485,4620
00119700,EL CAMINO COLLEGE                       ,CA,90506-0002,Public       ,764,1389,2153,16258,,14763,31021
00119701,COMPTON COMMUNITY COLLEGE               ,CA,90221-5393,Public       ,191,542,733,3885,,5858,9743
00119900,FOOTHILL COLLEGE                        ,CA,94022-4597,Public       ,222,518,740,4156,,5207,9363
00120000,FULLER THEOLOGICAL SEMINARY             ,CA,91182-0000,Private      ,0,116,116,29,,2283,2312
00120100,FULLERTON COLLEGE                       ,CA,92832-2095,Public       ,693,1261,1954,15886,,11268,27154
00120200,GAVILAN COLLEGE                         ,CA,95020-9599,Public       ,154,194,348,2245,,2353,4598
00120300,GLENDALE COMMUNITY COLLEGE              ,CA,91208-2894,Public       ,391,714,1105,11417,,10007,21424
00120500,GOLDEN GATE UNIVERSITY                  ,CA,94105-2967,Private      ,18,245,263,255,,3486,3741
00120600,GOLDEN WEST COLLEGE                     ,CA,92647-2748,Public       ,462,829,1291,10160,,8636,18796
00120700,GRADUATE THEOLOGICAL UNION              ,CA,94709-0000,Private      ,0,6,6,1,,302,303
00120800,GROSSMONT COLLEGE                       ,CA,92020-1799,Public       ,636,1396,2032,10948,,12786,23734
00120900,HARTNELL COMMUNITY COLLEGE              ,CA,93901-1697,Public       ,250,389,639,4538,,3603,8141
00121200,HUMPHREYS COLLEGE                       ,CA,95207-3896,Private      ,20,125,145,398,,1330,1728
00121400,IMPERIAL VALLEY COLLEGE                 ,CA,92251-9787,Public       ,189,348,537,4935,,4129,9064
00121500,LA SIERRA UNIVERSITY                    ,CA,92515-3332,Private      ,105,125,230,3837,,1746,5583
00121600,UNIVERSITY OF LA VERNE                  ,CA,91750-4443,Private      ,178,514,692,6801,,7487,14288
00121700,LASSEN COLLEGE                          ,CA,96130-3000,Public       ,28,87,115,614,,746,1360
00121800,LOMA LINDA UNIVERSITY                   ,CA,92350-0001,Private      ,50,240,290,1438,,6432,7870
00121900,LONG BEACH CITY COLLEGE                 ,CA,90808-1780,Public       ,778,1535,2313,19560,,17748,37308
00122000,MASTER'S COLLEGE & SEMINARY (THE)       ,CA,91321-1200,Private      ,41,47,88,1504,,522,2026
00122300,LOS ANGELES CITY COLLEGE                ,CA,90029-3588,Public       ,616,1597,2213,12045,,18149,30194
00122400,LOS ANGELES HARBOR COLLEGE              ,CA,90744-2397,Public       ,317,528,845,5090,,5940,11030
00122600,LOS ANGELES PIERCE COLLEGE              ,CA,91371-0001,Public       ,711,1164,1875,14270,,12597,26867
00122700,LOS ANGELES TRADE TECH COLLEGE          ,CA,90015-4181,Public       ,614,2015,2629,8141,,16340,24481
00122800,LOS ANGELES VALLEY COLLEGE              ,CA,91401-4096,Public       ,537,1061,1598,10978,,12316,23294
00122900,SO CA UNIV  HEALTH SCIENCES             ,CA,90604-4051,Private      ,3,57,60,54,,807,861
00123000,SOUTHERN CA COLLEGE OF OPTOMETRY        ,CA,92831-1699,Private      ,0,8,8,23,,516,539
00123200,AMERICAN RIVER COLLEGE                  ,CA,95841-4286,Public       ,902,2487,3389,15496,,24202,39698
00123300,SACRAMENTO CITY COLLEGE                 ,CA,95822-1386,Public       ,811,1962,2773,16061,,19601,35662
00123600,MENLO COLLEGE                           ,CA,94027-4301,Private      ,55,12,67,1705,,266,1971
00123700,MERCED COMMUNITY COLLEGE                ,CA,95348-2898,Public       ,395,746,1141,7170,,6604,13774
00123800,MILLS COLLEGE                           ,CA,94613-1301,Private      ,60,152,212,1982,,2030,4012
00123900,MIRACOSTA COLLEGE                       ,CA,92056-3899,Public       ,386,942,1328,5658,,7948,13606
00124000,MODESTO JUNIOR COLLEGE                  ,CA,95350-5800,Public       ,623,1431,2054,11064,,13216,24280
00124200,MONTEREY PENINSULA COLLEGE              ,CA,93940-4799,Public       ,173,359,532,3344,,3127,6471
00124300,MOUNT ST MARYS COLLEGE                  ,CA,90049-1599,Private      ,73,217,290,3767,,2863,6630
00124500,MT. SAN ANTONIO COLLEGE                 ,CA,91789-1399,Public       ,693,1231,1924,21106,,17198,38304
00124600,MT SAN JACINTO COLLEGE                  ,CA,92583-2399,Public       ,694,1604,2298,9797,,13005,22802
00124700,NAPA VALLEY COLLEGE                     ,CA,94558-6236,Public       ,173,351,524,3316,,3310,6626
00124900,OCCIDENTAL COLLEGE                      ,CA,90041-3314,Private      ,141,39,180,5547,,472,6019
00125000,ORANGE COAST COLLEGE - FIN AID OFF      ,CA,92628-5005,Public       ,708,1110,1818,15113,,11619,26732
00125100,OTIS COLLEGE OF ART AND DESIGN          ,CA,90045-3505,Private      ,81,72,153,1771,,923,2694
00125200,HOPE INTERNATIONAL UNIVERSITY           ,CA,92631-0000,Private      ,38,90,128,894,,1244,2138
00125300,FRESNO PACIFIC UNIVERSITY               ,CA,93702-4798,Private      ,97,324,421,2931,,4404,7335
00125400,PACIFIC LUTHERAN THEOLOGICAL SEM        ,CA,94708-0000,Private      ,0,4,4,2,,70,72
00125500,PACIFIC OAKS COLLEGE                    ,CA,91103-3606,Private      ,3,131,134,88,,1615,1703
00125600,PACIFIC SCHOOL OF RELIGION              ,CA,94709-0000,Private      ,0,8,8,2,,207,209
00125800,PACIFIC UNION COLLEGE                   ,CA,94508-9797,Private      ,41,52,93,2043,,580,2623
00125900,PALO VERDE COLLEGE                      ,CA,92225-0000,Public       ,32,68,100,295,,547,842
00126000,PALOMAR COLLEGE                         ,CA,92069-1486,Public       ,644,1335,1979,11366,,10826,22192
00126100,PASADENA CITY COLLEGE                   ,CA,91106-2003,Public       ,884,1447,2331,20236,,15023,35259
00126200,POINT LOMA NAZARENE UNIVERSITY          ,CA,92106-2899,Private      ,161,144,305,5088,,1761,6849
00126600,LANEY COLLEGE                           ,CA,94607-4893,Public       ,226,1004,1230,4621,,9358,13979
00126700,MERRITT COLLEGE                         ,CA,94619-3196,Public       ,156,614,770,2923,,6063,8986
00126800,PORTERVILLE COLLEGE                     ,CA,93257-6059,Public       ,144,259,403,2591,,2561,5152
00126900,RIO HONDO COLLEGE                       ,CA,90601-1699,Public       ,468,801,1269,13994,,9905,23899
00127000,RIVERSIDE CITY COLLEGE                  ,CA,92506-1299,Public       ,928,1868,2796,21391,,20747,42138
00127200,SAN BERNARDINO VALLEY COLLEGE           ,CA,92410-2798,Public       ,557,1490,2047,10920,,15027,25947
00127300,SAN DIEGO CITY COLLEGE                  ,CA,92101-4787,Public       ,707,1866,2573,12204,,17498,29702
00127500,SAN DIEGO MESA COLLEGE                  ,CA,92111-4996,Public       ,795,1518,2313,13217,,15140,28357
00127800,SAN FRANCISCO CONSERVATORY OF MUSIC     ,CA,94122-4498,Private      ,19,28,47,344,,470,814
00127900,SAN FRANCISCO THEOLOGICAL SEMINARY      ,CA,94960-0000,Private      ,0,1,1,1,,65,66
00128000,SAN JOAQUIN DELTA COLLEGE               ,CA,95207-6370,Public       ,674,1453,2127,10709,,12742,23451
00128100,WILLIAM JESSUP UNIVERSITY               ,CA,95765-3707,Private      ,40,85,125,1216,,792,2008
00128200,SAN JOSE CITY COLLEGE                   ,CA,95128-2797,Public       ,285,719,1004,5340,,7590,12930
00128400,SANTA ANA COLLEGE                       ,CA,92706-3398,Public       ,411,722,1133,9732,,8586,18318
00128500,SANTA BARBARA CITY COLLEGE              ,CA,93109-2394,Public       ,466,687,1153,10252,,6732,16984
00128600,SANTA MONICA COLLEGE                    ,CA,90405-1644,Public       ,907,1282,2189,22074,,13662,35736
00128700,SANTA ROSA JUNIOR COLLEGE               ,CA,95401-4395,Public       ,461,918,1379,7214,,8424,15638
00128800,CLAREMONT SCHOOL OF THEOLOGY            ,CA,91711-0000,Private      ,1,18,19,8,,323,331
00128900,SHASTA COLLEGE                          ,CA,96049-7692,Public       ,247,744,991,4286,,6053,10339
00129000,SIERRA COLLEGE                          ,CA,95677-3397,Public       ,614,1222,1836,9497,,10860,20357
00129100,SIMPSON UNIVERSITY                      ,CA,96003-8606,Private      ,45,80,125,1442,,1312,2754
00129200,SOLANO COMMUNITY COLLEGE                ,CA,94534-3197,Public       ,251,821,1072,4192,,6544,10736
00129300,VANGUARD UNIVERSITY OF SOUTHERN CA      ,CA,92626-6597,Private      ,63,108,171,2676,,1456,4132
00129400,SOUTHWESTERN COLLEGE                    ,CA,91910-7299,Public       ,648,1122,1770,10944,,10259,21203
00129500,SOUTHWESTERN LAW SCHOOL                 ,CA,90010-1106,Private      ,6,44,50,77,,2300,2377
00129600,DOMINICAN SCH PHILOSOPHY & THEOLOGY     ,CA,94709-0000,Private      ,1,5,6,10,,75,85
00129900,ST JOHN'S SEMINARY COLLEGE              ,CA,93010-0000,Private      ,0,2,2,8,,10,18
00130200,SAINT MARY'S COLLEGE OF CALIFORNIA      ,CA,94556-2744,Private      ,127,137,264,5941,,1851,7792
00130500,STANFORD UNIVERSITY                     ,CA,94305-6106,Private      ,1108,303,1411,27503,,4272,31775
00130501,STANFORD UNIVERSITY - GRADUATE SCHOOL OF,CA,94305-5301,Private      ,8,79,87,89,,1645,1734
00130502,STANFORD UNIVERSITY - GRADUATE SCHOOL OF,CA,94305-5015,Private      ,10,112,122,104,,1999,2103
00130503,STANFORD UNIVERSITY - STANFORD LAW SCHOO,CA,94305-3096,Private      ,13,62,75,261,,2408,2669
00130700,FRESNO CITY COLLEGE                     ,CA,93741-0002,Public       ,945,2317,3262,18075,,19494,37569
00130800,REEDLEY COLLEGE                         ,CA,93654-2099,Public       ,363,734,1097,7866,,6095,13961
00130900,TAFT COLLEGE                            ,CA,93268-2317,Public       ,91,204,295,1976,,1858,3834
00131200,UNIVERSITY OF CALIFORNIA-BERKELEY       ,CA,94720-1520,Public       ,1399,960,2359,58971,,21126,80097
00131300,UNIVERSITY OF CALIFORNIA-DAVIS          ,CA,95616-8558,Public       ,956,471,1427,55915,,15788,71703
00131400,UNIVERSITY OF CALIFORNIA-IRVINE         ,CA,92697-2825,Public       ,1069,631,1700,61138,,15453,76591
00131500,UNIVERSITY OF CALIFORNIA (UCLA)         ,CA,90095-9000,Public       ,1965,1409,3374,76221,,29441,105662
00131502,UNIV OF CALIFORNIA LOS ANG SCH MED      ,CA,90095-0000,Public       ,23,37,60,386,,1239,1625
00131503,UNIV OF CALIFORNIA LOS ANG DENTAL       ,CA,90095-0000,Public       ,8,14,22,136,,245,381
00131600,UNIVERSITY OF CALIFORNIA-RIVERSIDE      ,CA,92521-0209,Public       ,666,528,1194,42016,,10742,52758
00131700,UNIVERSITY OF CALIFORNIA-SAN DIEGO      ,CA,92093-0013,Public       ,1069,515,1584,55076,,12001,67077
00131900,UNIVERSITY OF CALIFORNIA-SFRANCISCO     ,CA,94143-0246,Public       ,163,212,375,1998,,4956,6954
00132000,UNIVERSITY OF CALIFORNIA-SANTA BARB     ,CA,93106-3180,Public       ,991,289,1280,54807,,7980,62787
00132100,UNIVERSITY OF CALIFORNIA-SANTA CRUZ     ,CA,95064-0001,Public       ,704,254,958,38322,,5830,44152
00132200,UNIVERSITY OF REDLANDS                  ,CA,92373-0999,Private      ,154,376,530,6004,,3762,9766
00132500,UNIVERSITY OF SAN FRANCISCO             ,CA,94117-1080,Private      ,414,485,899,14186,,8823,23009
