OPE ID,School,State,Zip Code,School Type,20142015Qtr1_Dependent Students,20142015Qtr1_Independent Students,Quarterly Total,YTD_20142015Qtr1_Dependent Students,YTD_20142015Qtr1_nan,Independent Students,Award Year To Date Total
04066300,CARDIAC AND VASCULAR INSTITUTE OF ULTRAS,AL,36604-1411,Proprietary  ,20,76,96,20,,76,96
04067300,SELMA UNIVERSITY                        ,AL,36701-0000,Private      ,74,171,245,74,,171,245
04121500,COLUMBIA SOUTHERN UNIVERSITY            ,AL,36561-3815,Proprietary  ,192,5448,5640,192,,5448,5640
04149200,XCELL ACADEMY-A PAUL MITCHELL PARTNER SC,AL,35216-4990,Proprietary  ,33,78,111,33,,78,111
04187200,NEW BEGINNING COLLEGE OF COSMETOLOGY    ,AL,35950-2415,Proprietary  ,31,36,67,31,,36,67
04187300,HAIR ACADEMY (THE)                      ,AL,36111-2201,Proprietary  ,14,34,48,14,,34,48
04197500,UNIVERSITY ACADEMY OF HAIR DESIGN       ,AL,35476-3100,Proprietary  ,16,17,33,16,,17,33
04211000,SALON PROFESSIONAL ACADEMY (THE)        ,AL,35816-1849,Proprietary  ,21,54,75,21,,54,75
04217900,NUNATION SCHOOL OF COSMETOLOGY          ,AL,35064-2222,Proprietary  ,0,5,5,0,,5,5
00111100,ALLAN HANCOCK COLLEGE                   ,CA,93454-6399,Public       ,3004,2035,5039,3004,,2035,5039
00111300,ANTELOPE VALLEY COLLEGE                 ,CA,93536-5426,Public       ,4433,4809,9242,4433,,4809,9242
00111600,ART CENTER COLLEGE OF DESIGN            ,CA,91103-1999,Private      ,1504,928,2432,1504,,928,2432
00111700,AZUSA PACIFIC UNIVERSITY                ,CA,91702-7000,Private      ,8805,4849,13654,8805,,4849,13654
00111800,BAKERSFIELD COLLEGE                     ,CA,93305-1299,Public       ,8215,5308,13523,8215,,5308,13523
00111900,BARSTOW COMMUNITY COLLEGE               ,CA,92311-6608,Public       ,689,1273,1962,689,,1273,1962
00112000,AMER BAPT SEM OF THE WEST-BERKELEY      ,CA,94704-0000,Private      ,9,20,29,9,,20,29
00112200,BIOLA UNIVERSITY                        ,CA,90639-0001,Private      ,5526,1381,6907,5526,,1381,6907
00112300,BROOKS INSTITUTE                        ,CA,93103-1809,Proprietary  ,364,186,550,364,,186,550
00112400,CABRILLO COLLEGE                        ,CA,95003-3194,Public       ,3453,2341,5794,3453,,2341,5794
00112500,CALIFORNIA BAPTIST UNIVERSITY           ,CA,92504-3297,Private      ,6779,3519,10298,6779,,3519,10298
00112700,CALIFORNIA COLLEGE OF THE ARTS          ,CA,94107-2206,Private      ,1925,1124,3049,1925,,1124,3049
00113100,CALIFORNIA INSTITUTE OF TECHNOLOGY      ,CA,91125-0001,Private      ,3525,493,4018,3525,,493,4018
00113200,CALIFORNIA INSTITUTE OF THE ARTS        ,CA,91355-2397,Private      ,2307,1304,3611,2307,,1304,3611
00113300,CALIFORNIA LUTHERAN UNIVERSITY          ,CA,91360-2787,Private      ,4746,930,5676,4746,,930,5676
00113400,CALIFORNIA MARITIME ACADEMY             ,CA,94590-8181,Public       ,1126,330,1456,1126,,330,1456
00113700,CALIF STATE UNIV-FULLERTON              ,CA,92831-3599,Public       ,47204,17992,65196,47204,,17992,65196
00113800,"CALIFORNIA STATE UNIVERSITY, EAST BAY   ",CA,94542-3000,Public       ,16439,10104,26543,16439,,10104,26543
00113900,CALIF STATE UNIV-LONG BEACH             ,CA,90840-0006,Public       ,55753,20485,76238,55753,,20485,76238
00114000,CALIF STATE UNIV-LOS ANGELES            ,CA,90032-4226,Public       ,35508,17593,53101,35508,,17593,53101
00114100,"CALIF STATE UNIV, DOMINGUEZ HILLS       ",CA,90747-0001,Public       ,18234,12149,30383,18234,,12149,30383
00114200,CALIF STATE UNIV SAN BERNARDINO         ,CA,92407-2397,Public       ,20366,10228,30594,20366,,10228,30594
00114300,CAL POLY STATE UNIVERSITY               ,CA,93407-0001,Public       ,38789,3882,42671,38789,,3882,42671
00114400,CALIF STATE POLYTECHNIC UNIV POMONA     ,CA,91768-2500,Public       ,35088,9607,44695,35088,,9607,44695
00114600,CALIF STATE UNIV - CHICO                ,CA,95929-0001,Public       ,22505,5480,27985,22505,,5480,27985
00114700,CALIF STATE UNIV - FRESNO               ,CA,93740-8026,Public       ,25383,9472,34855,25383,,9472,34855
00114900,HUMBOLDT STATE UNIVERSITY               ,CA,95521-8299,Public       ,12773,3599,16372,12773,,3599,16372
00115000,CALIF STATE UNIV-SACRAMENTO             ,CA,95819-6044,Public       ,31539,15177,46716,31539,,15177,46716
00115100,SAN DIEGO STATE UNIVERSITY              ,CA,92182-1690,Public       ,54333,15523,69856,54333,,15523,69856
00115300,CALIF STATE UNIV-NORTHRIDGE             ,CA,91330-8307,Public       ,43159,17174,60333,43159,,17174,60333
00115400,SAN FRANCISCO STATE UNIVERSITY          ,CA,94132-1740,Public       ,34794,13601,48395,34794,,13601,48395
00115500,SAN JOSE STATE UNIVERSITY               ,CA,95192-0036,Public       ,32341,12562,44903,32341,,12562,44903
00115600,SONOMA STATE UNIVERSITY                 ,CA,94928-3609,Public       ,13040,2770,15810,13040,,2770,15810
00115700,CALIF STATE UNIV-STANISLAUS             ,CA,95382-0299,Public       ,9832,4718,14550,9832,,4718,14550
00116100,CERRITOS COLLEGE                        ,CA,90650-6296,Public       ,12758,6849,19607,12758,,6849,19607
00116200,CHABOT COLLEGE                          ,CA,94545-2400,Public       ,4416,3152,7568,4416,,3152,7568
00116300,CHAFFEY COLLEGE                         ,CA,91737-9400,Public       ,10152,6692,16844,10152,,6692,16844
00116400,CHAPMAN UNIVERSITY                      ,CA,92866-1099,Private      ,11124,2484,13608,11124,,2484,13608
00116453,CHAPMAN UNIVERSITY DALE E. FOWLER SCHOOL,CA,92866-0000,Private      ,61,938,999,61,,938,999
00116500,CHURCH DIV SCH OF THE PACIFIC           ,CA,94709-0000,Private      ,2,43,45,2,,43,45
00116600,CITRUS COLLEGE                          ,CA,91741-1899,Public       ,7526,3815,11341,7526,,3815,11341
00116900,CLAREMONT GRADUATE UNIVERSITY           ,CA,91711-0000,Private      ,29,1159,1188,29,,1159,1188
00117000,CLAREMONT MCKENNA COLLEGE               ,CA,91711-6400,Private      ,3321,149,3470,3321,,149,3470
00117100,HARVEY MUDD COLLEGE                     ,CA,91711-5990,Private      ,2560,79,2639,2560,,79,2639
00117200,PITZER COLLEGE                          ,CA,91711-6101,Private      ,2681,133,2814,2681,,133,2814
00117300,POMONA COLLEGE                          ,CA,91711-6301,Private      ,4586,187,4773,4586,,187,4773
00117400,SCRIPPS COLLEGE                         ,CA,91711-3948,Private      ,1968,138,2106,1968,,138,2106
00117600,WEST HILLS COMMUNITY COLLEGE            ,CA,93210-1399,Public       ,1065,565,1630,1065,,565,1630
00117700,COGSWELL POLYTECHNICAL COLLEGE          ,CA,94089-1210,Proprietary  ,449,165,614,449,,165,614
00117800,COLLEGE OF MARIN                        ,CA,94904-2590,Public       ,823,1036,1859,823,,1036,1859
00117801,COLG OF MARIN-INDIAN VALLEY CMPS        ,CA,94949-0000,Public       ,239,308,547,239,,308,547
00117900,NOTRE DAME DE NAMUR UNIVERSITY          ,CA,94002-1997,Private      ,1567,807,2374,1567,,807,2374
00118100,COLLEGE OF SAN MATEO                    ,CA,94402-3784,Public       ,2652,1374,4026,2652,,1374,4026
00118200,COLLEGE OF THE DESERT                   ,CA,92260-9305,Public       ,4036,2722,6758,4036,,2722,6758
00118300,HOLY NAMES UNIVERSITY                   ,CA,94619-1699,Private      ,813,641,1454,813,,641,1454
00118500,COLLEGE OF THE REDWOODS                 ,CA,95501-9300,Public       ,1712,1571,3283,1712,,1571,3283
00118600,COLLEGE OF THE SEQUOIAS                 ,CA,93277-2234,Public       ,4623,3034,7657,4623,,3034,7657
00118700,COLLEGE OF THE SISKIYOUS                ,CA,96094-2899,Public       ,709,485,1194,709,,485,1194
00118701,COLLEGE OF THE SISKIYOUS - YREKA CENTER ,CA,96097-9538,Public       ,95,185,280,95,,185,280
00119000,CONTRA COSTA COLLEGE                    ,CA,94806-3195,Public       ,1710,1679,3389,1710,,1679,3389
00119100,DIABLO VALLEY COLLEGE                   ,CA,94523-1544,Public       ,4640,2832,7472,4640,,2832,7472
00119200,CUESTA COLLEGE                          ,CA,93403-8106,Public       ,3361,1831,5192,3361,,1831,5192
00119300,CYPRESS COLLEGE                         ,CA,90630-5897,Public       ,8767,4408,13175,8767,,4408,13175
00119600,DOMINICAN UNIVERSITY OF CALIFORNIA      ,CA,94901-2298,Private      ,2598,875,3473,2598,,875,3473
00119700,EL CAMINO COLLEGE                       ,CA,90506-0002,Public       ,11004,6209,17213,11004,,6209,17213
00119701,COMPTON COMMUNITY COLLEGE               ,CA,90221-5393,Public       ,2579,2482,5061,2579,,2482,5061
00119900,FOOTHILL COLLEGE                        ,CA,94022-4597,Public       ,2872,2230,5102,2872,,2230,5102
00120000,FULLER THEOLOGICAL SEMINARY             ,CA,91182-0000,Private      ,11,1388,1399,11,,1388,1399
00120100,FULLERTON COLLEGE                       ,CA,92832-2095,Public       ,11680,5126,16806,11680,,5126,16806
00120200,GAVILAN COLLEGE                         ,CA,95020-9599,Public       ,1160,734,1894,1160,,734,1894
00120300,GLENDALE COMMUNITY COLLEGE              ,CA,91208-2894,Public       ,7415,4487,11902,7415,,4487,11902
00120500,GOLDEN GATE UNIVERSITY                  ,CA,94105-2967,Private      ,142,1591,1733,142,,1591,1733
00120600,GOLDEN WEST COLLEGE                     ,CA,92647-2748,Public       ,7125,4038,11163,7125,,4038,11163
00120700,GRADUATE THEOLOGICAL UNION              ,CA,94709-0000,Private      ,3,192,195,3,,192,195
00120800,GROSSMONT COLLEGE                       ,CA,92020-1799,Public       ,6765,5215,11980,6765,,5215,11980
00120900,HARTNELL COMMUNITY COLLEGE              ,CA,93901-1697,Public       ,2759,1445,4204,2759,,1445,4204
00121200,HUMPHREYS COLLEGE                       ,CA,95207-3896,Private      ,232,590,822,232,,590,822
00121400,IMPERIAL VALLEY COLLEGE                 ,CA,92251-9787,Public       ,2637,1157,3794,2637,,1157,3794
00121500,LA SIERRA UNIVERSITY                    ,CA,92515-3332,Private      ,3259,959,4218,3259,,959,4218
00121600,UNIVERSITY OF LA VERNE                  ,CA,91750-4443,Private      ,5571,3794,9365,5571,,3794,9365
00121700,LASSEN COLLEGE                          ,CA,96130-3000,Public       ,329,237,566,329,,237,566
00121800,LOMA LINDA UNIVERSITY                   ,CA,92350-0001,Private      ,1064,4407,5471,1064,,4407,5471
00121900,LONG BEACH CITY COLLEGE                 ,CA,90808-1780,Public       ,13921,8038,21959,13921,,8038,21959
00122000,MASTER'S COLLEGE & SEMINARY (THE)       ,CA,91321-1200,Private      ,1192,261,1453,1192,,261,1453
00122300,LOS ANGELES CITY COLLEGE                ,CA,90029-3588,Public       ,7586,8130,15716,7586,,8130,15716
00122400,LOS ANGELES HARBOR COLLEGE              ,CA,90744-2397,Public       ,3249,2765,6014,3249,,2765,6014
00122600,LOS ANGELES PIERCE COLLEGE              ,CA,91371-0001,Public       ,9764,6189,15953,9764,,6189,15953
00122700,LOS ANGELES TRADE TECH COLLEGE          ,CA,90015-4181,Public       ,4854,6783,11637,4854,,6783,11637
00122800,LOS ANGELES VALLEY COLLEGE              ,CA,91401-4096,Public       ,7019,5995,13014,7019,,5995,13014
00122900,SO CA UNIV  HEALTH SCIENCES             ,CA,90604-4051,Private      ,41,285,326,41,,285,326
00123000,MARSHALL B. KETCHUM UNIVERSITY          ,CA,92831-1699,Private      ,13,345,358,13,,345,358
00123200,AMERICAN RIVER COLLEGE                  ,CA,95841-4286,Public       ,10053,10113,20166,10053,,10113,20166
00123300,SACRAMENTO CITY COLLEGE                 ,CA,95822-1386,Public       ,10962,9004,19966,10962,,9004,19966
00123600,MENLO COLLEGE                           ,CA,94027-4301,Private      ,1526,145,1671,1526,,145,1671
00123700,MERCED COMMUNITY COLLEGE                ,CA,95348-2898,Public       ,4800,2772,7572,4800,,2772,7572
00123800,MILLS COLLEGE                           ,CA,94613-1301,Private      ,1816,1513,3329,1816,,1513,3329
00123900,MIRACOSTA COLLEGE                       ,CA,92056-3899,Public       ,3592,3150,6742,3592,,3150,6742
00124000,MODESTO JUNIOR COLLEGE                  ,CA,95350-5800,Public       ,7369,5875,13244,7369,,5875,13244
00124200,MONTEREY PENINSULA COLLEGE              ,CA,93940-4799,Public       ,2268,1227,3495,2268,,1227,3495
00124300,MOUNT ST MARYS COLLEGE                  ,CA,90049-1599,Private      ,3332,1618,4950,3332,,1618,4950
00124500,MT. SAN ANTONIO COLLEGE                 ,CA,91789-1399,Public       ,14787,8309,23096,14787,,8309,23096
00124600,MT SAN JACINTO COLLEGE                  ,CA,92583-2399,Public       ,5642,5413,11055,5642,,5413,11055
00124700,NAPA VALLEY COLLEGE                     ,CA,94558-6236,Public       ,1997,1248,3245,1997,,1248,3245
00124900,OCCIDENTAL COLLEGE                      ,CA,90041-3314,Private      ,4887,269,5156,4887,,269,5156
00125000,ORANGE COAST COLLEGE - FIN AID OFF      ,CA,92628-5005,Public       ,10711,5631,16342,10711,,5631,16342
00125100,OTIS COLLEGE OF ART AND DESIGN          ,CA,90045-3505,Private      ,1530,561,2091,1530,,561,2091
00125200,HOPE INTERNATIONAL UNIVERSITY           ,CA,92631-0000,Private      ,684,629,1313,684,,629,1313
00125300,FRESNO PACIFIC UNIVERSITY               ,CA,93702-4798,Private      ,2209,2343,4552,2209,,2343,4552
00125400,PACIFIC LUTHERAN THEOLOGICAL SEM        ,CA,94708-0000,Private      ,5,56,61,5,,56,61
00125500,PACIFIC OAKS COLLEGE                    ,CA,91103-3606,Private      ,42,748,790,42,,748,790
00125600,PACIFIC SCHOOL OF RELIGION              ,CA,94709-0000,Private      ,3,142,145,3,,142,145
00125800,PACIFIC UNION COLLEGE                   ,CA,94508-9797,Private      ,1579,309,1888,1579,,309,1888
00125900,PALO VERDE COLLEGE                      ,CA,92225-0000,Public       ,109,149,258,109,,149,258
00126000,PALOMAR COLLEGE                         ,CA,92069-1486,Public       ,6908,4266,11174,6908,,4266,11174
00126100,PASADENA CITY COLLEGE                   ,CA,91106-2003,Public       ,14204,6796,21000,14204,,6796,21000
00126200,POINT LOMA NAZARENE UNIVERSITY          ,CA,92106-2899,Private      ,4036,785,4821,4036,,785,4821
00126600,LANEY COLLEGE                           ,CA,94607-4893,Public       ,2859,3530,6389,2859,,3530,6389
00126700,MERRITT COLLEGE                         ,CA,94619-3196,Public       ,1763,2394,4157,1763,,2394,4157
00126800,PORTERVILLE COLLEGE                     ,CA,93257-6059,Public       ,1574,961,2535,1574,,961,2535
00126900,RIO HONDO COLLEGE                       ,CA,90601-1699,Public       ,8959,4265,13224,8959,,4265,13224
00127000,RIVERSIDE CITY COLLEGE                  ,CA,92506-1299,Public       ,14203,9553,23756,14203,,9553,23756
00127200,SAN BERNARDINO VALLEY COLLEGE           ,CA,92410-2798,Public       ,6709,6430,13139,6709,,6430,13139
00127300,SAN DIEGO CITY COLLEGE                  ,CA,92101-4787,Public       ,7299,6745,14044,7299,,6745,14044
00127500,SAN DIEGO MESA COLLEGE                  ,CA,92111-4996,Public       ,8042,6013,14055,8042,,6013,14055
00127800,SAN FRANCISCO CONSERVATORY OF MUSIC     ,CA,94122-4498,Private      ,248,307,555,248,,307,555
00127900,SAN FRANCISCO THEOLOGICAL SEMINARY      ,CA,94960-0000,Private      ,8,28,36,8,,28,36
00128000,SAN JOAQUIN DELTA COLLEGE               ,CA,95207-6370,Public       ,7644,5210,12854,7644,,5210,12854
00128100,WILLIAM JESSUP UNIVERSITY               ,CA,95765-3707,Private      ,1102,446,1548,1102,,446,1548
00128200,SAN JOSE CITY COLLEGE                   ,CA,95128-2797,Public       ,3614,3048,6662,3614,,3048,6662
00128400,SANTA ANA COLLEGE                       ,CA,92706-3398,Public       ,7332,3944,11276,7332,,3944,11276
00128500,SANTA BARBARA CITY COLLEGE              ,CA,93109-2394,Public       ,7184,2770,9954,7184,,2770,9954
00128600,SANTA MONICA COLLEGE                    ,CA,90405-1644,Public       ,15494,6166,21660,15494,,6166,21660
00128700,SANTA ROSA JUNIOR COLLEGE               ,CA,95401-4395,Public       ,4650,3311,7961,4650,,3311,7961
00128800,CLAREMONT SCHOOL OF THEOLOGY            ,CA,91711-0000,Private      ,5,161,166,5,,161,166
00128900,SHASTA COLLEGE                          ,CA,96049-7692,Public       ,2694,2387,5081,2694,,2387,5081
00129000,SIERRA COLLEGE                          ,CA,95677-3397,Public       ,6057,4492,10549,6057,,4492,10549
00129100,SIMPSON UNIVERSITY                      ,CA,96003-8606,Private      ,1148,690,1838,1148,,690,1838
00129200,SOLANO COMMUNITY COLLEGE                ,CA,94534-3197,Public       ,2534,2545,5079,2534,,2545,5079
00129300,VANGUARD UNIVERSITY OF SOUTHERN CA      ,CA,92626-6597,Private      ,2017,758,2775,2017,,758,2775
00129400,SOUTHWESTERN COLLEGE                    ,CA,91910-7299,Public       ,7342,4796,12138,7342,,4796,12138
00129500,SOUTHWESTERN LAW SCHOOL                 ,CA,90010-1106,Private      ,42,1506,1548,42,,1506,1548
00129600,DOMINICAN SCH PHILOSOPHY & THEOLOGY     ,CA,94709-0000,Private      ,4,28,32,4,,28,32
00129900,ST JOHN'S SEMINARY COLLEGE              ,CA,93010-0000,Private      ,8,3,11,8,,3,11
00130200,SAINT MARY'S COLLEGE OF CALIFORNIA      ,CA,94556-2744,Private      ,5003,963,5966,5003,,963,5966
00130500,STANFORD UNIVERSITY                     ,CA,94305-6106,Private      ,24744,2672,27416,24744,,2672,27416
00130501,STANFORD UNIVERSITY - SCHOOL OF MEDICINE,CA,94305-5404,Private      ,114,944,1058,114,,944,1058
00130502,STANFORD UNIVERSITY - GRADUATE SCHOOL OF,CA,94305-7298,Private      ,70,1252,1322,70,,1252,1322
00130503,STANFORD UNIVERSITY - STANFORD LAW SCHOO,CA,94305-8610,Private      ,185,2098,2283,185,,2098,2283
00130700,FRESNO CITY COLLEGE                     ,CA,93741-0002,Public       ,12847,8352,21199,12847,,8352,21199
00130800,REEDLEY COLLEGE                         ,CA,93654-2099,Public       ,5610,2643,8253,5610,,2643,8253
00130900,TAFT COLLEGE                            ,CA,93268-2317,Public       ,1417,721,2138,1417,,721,2138
00131200,UNIVERSITY OF CALIFORNIA-BERKELEY       ,CA,94720-1520,Public       ,56817,15503,72320,56817,,15503,72320
00131300,UNIVERSITY OF CALIFORNIA-DAVIS          ,CA,95616-8558,Public       ,54333,12702,67035,54333,,12702,67035
00131400,UNIVERSITY OF CALIFORNIA-IRVINE         ,CA,92697-2825,Public       ,61381,11877,73258,61381,,11877,73258
00131500,UNIVERSITY OF CALIFORNIA (UCLA)         ,CA,90095-9000,Public       ,72219,20947,93166,72219,,20947,93166
00131502,UNIV OF CALIFORNIA LOS ANG SCH MED      ,CA,90095-0000,Public       ,286,1001,1287,286,,1001,1287
00131503,UNIV OF CALIFORNIA LOS ANG DENTAL       ,CA,90095-0000,Public       ,98,135,233,98,,135,233
00131600,UNIVERSITY OF CALIFORNIA-RIVERSIDE      ,CA,92521-0209,Public       ,40304,7914,48218,40304,,7914,48218
00131700,UNIVERSITY OF CALIFORNIA-SAN DIEGO      ,CA,92093-0013,Public       ,54671,8994,63665,54671,,8994,63665
